,Palabra,Categoría Gramatical,Oxford3000,Oxford5000,A clash of kings,A game of thrones,Name of the wind,A storm of Swords
2954,last,adverb,a2,a2,199,245,204,253
2955,last,determiner,a1,a1,0,0,0,0
2956,last,noun,a2,a2,0,0,0,0
2957,last,verb,a2,a2,0,0,0,0
2958,late,adjective,a1,a1,59,55,45,61
2959,late,adverb,a1,a1,0,0,0,0
2960,lately,adverb,-1,b2,0,1,13,1
2961,later,adjective,a2,a2,55,57,69,88
2962,later,adverb,a1,a1,0,0,0,0
2963,latest,adjective,b1,b1,3,0,2,4
2964,latest,noun,b2,b2,0,0,0,0
2965,latter,adjective,-1,c1,1,1,3,0
2966,latter,noun,-1,c1,0,0,0,0
2967,laugh,noun,a1,a1,33,41,43,58
2968,laugh,verb,a1,a1,0,0,0,0
2969,laughter,noun,a2,a2,40,62,27,44
2970,launch,noun,b2,b2,0,0,0,0
2971,launch,verb,b2,b2,0,0,0,0
2972,law,noun,a2,a2,6,3,13,11
2973,lawn,noun,-1,c1,0,0,4,0
2974,lawsuit,noun,-1,c1,0,0,0,0
2975,lawyer,noun,a2,a2,0,0,0,0
2976,lay,verb,b1,b1,78,71,129,85
2977,layer,noun,b1,b1,2,2,1,3
2978,layout,noun,-1,c1,0,0,0,0
2979,lazy,adjective,a2,a2,9,7,5,3
2980,lead,noun,b1,b1,27,31,16,45
2981,lead,verb,a2,a2,0,0,0,0
2982,leader,noun,a2,a2,4,3,2,12
2983,leadership,noun,b2,b2,0,0,0,1
2984,leading,adjective,b1,b1,16,17,14,20
2985,leaf,noun,b1,b1,13,6,15,7
2986,leaflet,noun,-1,b2,0,0,0,0
2987,league,noun,b2,b2,3,6,2,10
2988,leak,noun,-1,c1,0,1,1,0
2989,leak,verb,-1,c1,0,0,0,0
2990,lean,verb,b2,b2,19,16,12,23
2991,leap,noun,-1,c1,6,7,6,1
2992,leap,verb,-1,c1,0,0,0,0
2993,learn,verb,a1,a1,43,33,46,44
2994,learning,noun,a2,a2,1,6,16,7
2995,least,adverb,a2,a2,61,47,95,118
2996,least,determiner,a2,a2,0,0,0,0
2997,least,pronoun,a2,a2,0,0,0,0
2998,leather,noun,b1,b1,74,97,43,99
2999,leave,noun,b2,b2,137,148,101,187
3000,leave,verb,a1,a1,0,0,0,0
3001,lecture,noun,a2,a2,0,0,19,0
3002,lecture,verb,a2,a2,0,0,0,0
3003,left,adjective,a1,a1,261,270,233,346
3004,left,adverb,a1,a1,0,0,0,0
3005,left,noun,a1,a1,0,0,0,0
3006,leg,noun,a1,a1,45,74,33,98
3007,legacy,noun,-1,c1,3,1,0,2
3008,legal,adjective,b1,b1,0,0,1,1
3009,legend,noun,-1,b2,3,1,3,5
3010,legendary,adjective,-1,c1,0,1,1,1
3011,legislation,noun,-1,c1,0,0,0,0
3012,legislative,adjective,-1,c1,0,0,0,0
3013,legislature,noun,-1,c1,0,0,0,0
3014,legitimate,adjective,-1,c1,0,0,0,1
3015,leisure,noun,b1,b1,2,0,2,2
3016,lemon,noun,a2,a2,6,16,1,9
3017,lend,verb,a2,a2,6,0,9,4
3018,length,noun,b1,b1,15,13,12,10
3019,lengthy,adjective,-1,c1,1,0,1,2
3020,lens,noun,-1,b2,1,8,1,0
3021,lesbian,adjective,-1,c1,0,0,0,0
3022,less,adverb,a2,a2,75,74,66,73
3023,less,determiner,a2,a2,0,0,0,0
3024,less,pronoun,a2,a2,0,0,0,0
3025,lesser,adjective,-1,c1,11,9,1,13
3026,lesson,noun,a1,a1,13,22,19,17
3027,let,verb,a1,a1,238,246,239,327
3028,lethal,adjective,-1,c1,0,0,1,0
3029,letter,noun,a1,a1,53,63,16,32
3030,level,adjective,b1,b1,2,4,27,12
3031,level,noun,a2,a2,0,0,0,0
3032,level,verb,b2,b2,0,0,0,0
3033,liable,adjective,-1,c1,0,1,0,2
3034,liberal,adjective,-1,c1,0,0,1,0
3035,liberal,noun,-1,c1,0,0,0,0
3036,liberation,noun,-1,c1,0,0,0,0
3037,liberty,noun,-1,c1,0,0,0,0
3038,library,noun,a1,a1,4,13,5,5
3039,licence,noun,b2,b2,0,0,0,0
3040,license,verb,-1,c1,0,0,5,0
3041,lie,noun,b1,b1,51,43,32,88
3042,lie 1,verb,a1,a1,0,0,0,0
3043,lie 2,verb,b1,b1,0,0,0,0
3044,life,noun,a1,a1,106,169,72,132
3045,lifelong,adjective,-1,c1,0,0,0,0
3046,lifestyle,noun,a2,a2,0,0,2,0
3047,lifetime,noun,-1,b2,2,3,6,1
3048,lift,noun,a2,a2,13,18,8,23
3049,lift,verb,a2,a2,0,0,0,0
3050,light,adjective,a1,a1,140,123,158,169
3051,light,noun,a1,a1,0,0,0,0
3052,light,verb,a2,a2,0,0,0,0
3053,lighting,noun,-1,b2,4,2,3,4
3054,like,noun,b1,b1,618,599,887,792
3055,like,preposition,a1,a1,0,0,0,0
3056,like,verb,a1,a1,0,0,0,0
3057,likelihood,noun,-1,c1,1,0,2,2
3058,likely,adjective,a2,a2,40,24,17,43
3059,likewise,adverb,-1,b2,1,0,2,1
3060,limb,noun,-1,c1,13,5,2,10
3061,limit,noun,b1,b1,1,2,2,0
3062,limit,verb,b1,b1,0,0,0,0
3063,limitation,noun,-1,b2,0,0,0,0
3064,limited,adjective,b2,b2,1,1,6,0
3065,line,noun,a1,a1,67,29,50,44
3066,line,verb,b2,b2,0,0,0,0
3067,line-up,noun,-1,c1,0,0,0,0
3068,linear,adjective,-1,c1,0,0,0,0
3069,linger,verb,-1,c1,7,9,0,7
3070,link,noun,a2,a2,10,2,20,2
3071,link,verb,a2,a2,0,0,0,0
3072,lion,noun,a1,a1,50,49,4,60
3073,lip,noun,b1,b1,34,20,11,35
3074,liquid,adjective,b1,b1,5,8,9,1
3075,liquid,noun,b1,b1,0,0,0,0
3076,list,noun,a1,a1,10,5,9,2
3077,list,verb,a1,a1,0,0,0,0
3078,listen,verb,a1,a1,33,58,49,23
3079,listener,noun,a2,a2,1,0,0,0
3080,listing,noun,-1,c1,2,0,1,0
3081,literacy,noun,-1,c1,0,0,1,0
3082,literally,adverb,-1,b2,0,0,2,0
3083,literary,adjective,-1,b2,0,0,0,0
3084,literature,noun,b1,b1,0,0,1,0
3085,litre,noun,-1,b2,0,0,0,0
3086,litter,noun,-1,b2,20,19,0,28
3087,little,adjective,a1,a1,321,231,368,469
3088,little,adverb,a2,a2,0,0,0,0
3089,little,determiner,a1,a1,0,0,0,0
3090,little,pronoun,a1,a1,0,0,0,0
3091,live,adjective,b1,b1,49,50,32,56
3092,live,adverb,b1,b1,0,0,0,0
3093,live,verb,a1,a1,0,0,0,0
3094,lively,adjective,b2,b2,4,0,3,3
3095,liver,noun,-1,c1,0,1,1,4
3096,living,adjective,b1,b1,40,22,30,40
3097,living,noun,b1,b1,0,0,0,0
3098,load,noun,b2,b2,4,3,5,3
3099,load,verb,b2,b2,0,0,0,0
3100,loan,noun,b2,b2,1,0,9,0
3101,lobby,noun,-1,c1,0,0,0,0
3102,lobby,verb,-1,c1,0,0,0,0
3103,local,adjective,a1,a1,0,1,10,2
3104,local,noun,b1,b1,0,0,0,0
3105,locate,verb,b1,b1,0,0,1,0
3106,located,adjective,b1,b1,0,0,4,0
3107,location,noun,b1,b1,0,0,4,0
3108,lock,noun,a2,a2,6,3,8,3
3109,lock,verb,a2,a2,0,0,0,0
3110,log,noun,-1,c1,3,6,8,9
3111,log,verb,-1,c1,0,0,0,0
3112,logic,noun,-1,c1,0,0,13,0
3113,logical,adjective,b2,b2,0,0,2,0
3114,logo,noun,-1,b2,0,0,0,0
3115,lonely,adjective,b1,b1,12,7,1,10
3116,long,adjective,a1,a1,432,399,381,550
3117,long,adverb,a1,a1,0,0,0,0
3118,long-standing,adjective,-1,c1,0,0,0,0
3119,long-term,adjective,b2,b2,0,0,0,0
3120,long-term,adverb,b2,b2,0,0,0,0
3121,long-time,adjective,-1,c1,0,0,0,0
3122,look,noun,a2,a2,280,311,431,395
3123,look,verb,a1,a1,0,0,0,0
3124,loom,verb,-1,c1,0,0,0,0
3125,loop,noun,-1,c1,6,0,0,3
3126,loose,adjective,b2,b2,30,27,22,65
3127,lord,noun,b2,b2,1513,1362,43,1950
3128,lorry,noun,a2,a2,0,0,0,0
3129,lose,verb,a1,a1,28,18,15,36
3130,loss,noun,b1,b1,7,7,13,2
3131,lost,adjective,a2,a2,135,106,68,220
3132,lot,adverb,a1,a1,36,12,67,41
3133,lot,determiner,a1,a1,0,0,0,0
3134,lot,pronoun,a1,a1,0,0,0,0
3135,lottery,noun,-1,b2,0,0,3,0
3136,loud,adjective,a2,a2,26,17,16,34
3137,loud,adverb,a2,a2,0,0,0,0
3138,loudly,adverb,a2,a2,23,26,5,25
3139,love,noun,a1,a1,119,101,43,127
3140,love,verb,a1,a1,0,0,0,0
3141,lovely,adjective,a2,a2,27,14,42,29
3142,low,adjective,a2,a2,54,72,68,67
3143,low,adverb,a2,a2,0,0,0,0
3144,low,noun,b2,b2,0,0,0,0
3145,lower,verb,b2,b2,14,16,18,23
3146,loyal,adjective,-1,b2,33,18,1,40
3147,loyalty,noun,-1,c1,14,9,0,12
3148,luck,noun,a2,a2,14,3,35,26
3149,lucky,adjective,a2,a2,5,3,21,42
3150,lunch,noun,a1,a1,0,1,24,0
3151,lung,noun,b2,b2,0,0,1,3
3152,luxury,adjective,b1,b1,1,1,0,1
3153,luxury,noun,b1,b1,0,0,0,0
3154,lyric,noun,-1,b2,0,0,0,0
3155,machine,noun,a1,a1,0,0,3,1
3156,machinery,noun,-1,c1,1,0,1,0
3157,mad,adjective,b1,b1,33,31,28,72
3158,magazine,noun,a1,a1,0,0,0,0
3159,magic,adjective,b1,b1,30,12,27,24
3160,magic,noun,b1,b1,0,0,0,0
3161,magical,adjective,-1,c1,6,4,0,1
3162,magistrate,noun,-1,c1,0,0,0,0
3163,magnetic,adjective,-1,c1,0,0,0,0
3164,magnificent,adjective,-1,b2,4,10,1,10
3165,magnitude,noun,-1,c1,0,0,0,0
3166,mail,noun,a2,a2,40,46,1,55
3167,mail,verb,a2,a2,0,0,0,0
3168,main,adjective,a1,a1,16,6,7,17
3169,mainland,noun,-1,c1,2,0,0,0
3170,mainly,adverb,b1,b1,0,0,1,1
3171,mainstream,adjective,-1,c1,0,0,0,0
3172,mainstream,noun,-1,c1,0,0,0,0
3173,maintain,verb,b2,b2,1,1,4,1
3174,maintenance,noun,-1,c1,0,0,0,0
3175,major,adjective,a2,a2,0,0,1,0
3176,major,noun,-1,-1,0,0,0,0
3177,majority,noun,b2,b2,0,0,6,0
3178,make,noun,b2,b2,326,258,258,370
3179,make,verb,a1,a1,0,0,0,0
3180,make-up,noun,-1,b2,0,0,0,0
3181,making,noun,-1,b2,55,42,101,61
3182,male,adjective,a2,a2,7,5,2,5
3183,male,noun,a2,a2,0,0,0,0
3184,mall,noun,b1,b1,0,0,0,0
3185,man,noun,a1,a1,903,780,364,1096
3186,manage,verb,a2,a2,3,7,17,3
3187,management,noun,b1,b1,0,0,0,0
3188,manager,noun,a2,a2,0,0,0,0
3189,mandate,noun,-1,c1,0,0,0,0
3190,mandatory,adjective,-1,c1,0,0,1,0
3191,manifest,verb,-1,c1,0,0,0,0
3192,manipulate,verb,-1,c1,0,0,1,0
3193,manipulation,noun,-1,c1,0,0,0,0
3194,manner,noun,a2,a2,14,11,23,9
3195,manufacture,verb,-1,b2,0,0,0,0
3196,manufacturing,noun,-1,b2,0,0,0,0
3197,manuscript,noun,-1,c1,0,0,0,0
3198,many,determiner,a1,a1,209,146,119,279
3199,many,pronoun,a1,a1,0,0,0,0
3200,map,noun,a1,a1,13,9,3,20
3201,map,verb,b2,b2,0,0,0,0
3202,marathon,noun,-1,b2,0,0,0,0
3203,march,noun,-1,c1,39,31,0,35
3204,march,noun,a1,a1,0,0,0,0
3205,march,verb,-1,c1,0,0,0,0
3206,margin,noun,-1,b2,0,0,0,0
3207,marginal,adjective,-1,c1,0,0,1,0
3208,marine,adjective,-1,c1,0,0,0,0
3209,mark,noun,a2,a2,16,10,5,17
3210,mark,verb,a2,a2,0,0,0,0
3211,marker,noun,-1,b2,0,0,1,0
3212,market,noun,a1,a1,10,22,4,7
3213,market,verb,b1,b1,0,0,0,0
3214,marketing,noun,b1,b1,0,0,1,0
3215,marketplace,noun,-1,c1,1,1,0,0
3216,marriage,noun,b1,b1,25,11,0,57
3217,married,adjective,a1,a1,7,12,6,29
3218,marry,verb,a2,a2,18,27,2,62
3219,martial,adjective,-1,b2,1,1,0,0
3220,mask,noun,-1,c1,12,7,23,9
3221,mass,adjective,b2,b2,5,8,11,3
3222,mass,noun,b2,b2,0,0,0,0
3223,massacre,noun,-1,c1,0,0,2,0
3224,massive,adjective,b2,b2,14,29,18,12
3225,master,noun,b2,b2,53,49,201,76
3226,master,verb,b2,b2,0,0,0,0
3227,match,noun,a1,a1,15,21,12,29
3228,match,verb,a1,a1,0,0,0,0
3229,matching,adjective,b2,b2,5,2,1,6
3230,mate,noun,-1,b2,1,3,0,3
3231,mate,verb,-1,b2,0,0,0,0
3232,material,adjective,b2,b2,0,0,6,1
3233,material,noun,a2,a2,0,0,0,0
3234,mathematical,adjective,-1,c1,0,0,0,0
3235,mathematics,noun,a2,a2,0,0,3,0
3236,maths,noun,a2,a2,0,0,2,0
3237,matter,noun,a2,a2,88,76,73,108
3238,matter,verb,a2,a2,0,0,0,0
3239,mature,adjective,-1,c1,0,0,2,1
3240,mature,verb,-1,c1,0,0,0,0
3241,maximize,verb,-1,c1,0,0,0,0
3242,maximum,adjective,b2,b2,0,0,0,0
3243,maximum,noun,b2,b2,0,0,0,0
3244,may,noun,a1,a1,192,122,49,205
3245,may,modal verb,a2,a2,0,0,0,0
3246,maybe,adverb,a1,a1,60,35,70,142
3247,mayor,noun,-1,b2,0,0,35,0
3248,me,pronoun,a1,a1,1366,959,2312,1802
3249,meal,noun,a1,a1,11,17,21,16
3250,mean,verb,a1,a1,130,87,71,176
3251,meaning,noun,a1,a1,10,10,8,14
3252,meaningful,adjective,-1,c1,0,0,1,0
3253,means,noun,b2,b2,47,20,40,44
3254,meantime,noun,-1,c1,2,0,2,1
3255,meanwhile,adverb,b1,b1,3,0,2,2
3256,measure,noun,b1,b1,5,4,4,9
3257,measure,verb,b1,b1,0,0,0,0
3258,measurement,noun,b2,b2,0,0,1,1
3259,meat,noun,a1,a1,43,68,18,56
3260,mechanic,noun,-1,b2,0,0,0,0
3261,mechanical,adjective,-1,b2,0,0,0,0
3262,mechanism,noun,-1,b2,0,0,0,1
3263,medal,noun,-1,b2,0,4,0,0
3264,media,noun,a2,a2,0,0,0,0
3265,medical,adjective,a2,a2,0,0,0,0
3266,medication,noun,-1,b2,0,0,0,0
3267,medicine,noun,a2,a2,3,0,8,0
3268,medieval,adjective,-1,c1,0,0,0,0
3269,meditation,noun,-1,c1,0,0,0,0
3270,medium,adjective,b1,b1,0,0,4,0
3271,medium,noun,b2,b2,0,0,0,0
3272,meet,verb,a1,a1,28,26,26,44
3273,meeting,noun,a1,a1,8,5,23,5
3274,melody,noun,-1,c1,0,0,6,0
3275,melt,verb,b2,b2,3,7,4,9
3276,member,noun,a1,a1,3,1,20,11
3277,membership,noun,-1,b2,0,0,0,0
3278,memo,noun,-1,c1,0,0,0,0
3279,memoir,noun,-1,c1,0,0,8,0
3280,memorable,adjective,-1,b2,0,0,2,1
3281,memorial,noun,-1,c1,0,0,0,0
3282,memory,noun,a2,a2,13,21,31,18
3283,mental,adjective,b1,b1,0,0,10,0
3284,mention,noun,b1,b1,7,10,24,4
3285,mention,verb,a2,a2,0,0,0,0
3286,mentor,noun,-1,c1,0,0,3,0
3287,menu,noun,a1,a1,1,0,0,0
3288,merchant,noun,-1,c1,17,15,13,4
3289,mercy,noun,-1,c1,32,29,3,65
3290,mere,adjective,-1,c1,8,8,6,5
3291,merely,adverb,-1,c1,1,1,21,3
3292,merge,verb,-1,c1,0,0,0,0
3293,merger,noun,-1,c1,0,0,0,0
3294,merit,noun,-1,c1,1,0,1,0
3295,mess,noun,b1,b1,3,0,16,3
3296,message,noun,a1,a1,22,28,2,18
3297,metal,noun,a2,a2,22,49,53,20
3298,metaphor,noun,-1,b2,0,0,0,0
3299,method,noun,a2,a2,0,0,2,0
3300,methodology,noun,-1,c1,0,0,0,0
3301,metre,noun,a1,a1,0,0,0,0
3302,middle,adjective,a2,a2,12,14,37,14
3303,middle,noun,a2,a2,0,0,0,0
3304,midnight,noun,a1,a1,9,6,5,8
3305,midst,noun,-1,c1,8,4,5,8
3306,might,modal verb,a2,a2,367,260,243,574
3307,migration,noun,-1,c1,0,0,0,0
3308,mild,adjective,b1,b1,1,2,13,3
3309,mile,noun,a1,a1,7,9,18,12
3310,militant,adjective,-1,c1,0,0,0,0
3311,militant,noun,-1,c1,0,0,0,0
3312,military,adjective,b2,b2,1,0,2,0
3313,military,noun,b2,b2,0,0,0,0
3314,militia,noun,-1,c1,0,0,0,0
3315,milk,noun,a1,a1,37,56,3,45
3316,mill,noun,-1,c1,9,0,5,12
3317,million,number,a1,a1,0,6,2,2
3318,mind,noun,a2,a2,63,52,149,66
3319,mind,verb,a2,a2,0,0,0,0
3320,mine,noun,b1,b1,75,44,37,116
3321,mine,pronoun,a2,a2,0,0,0,0
3322,miner,noun,-1,b2,0,0,0,0
3323,mineral,noun,b2,b2,0,0,0,0
3324,minimal,adjective,-1,c1,0,0,1,0
3325,minimize,verb,-1,c1,0,0,1,0
3326,minimum,adjective,b2,b2,0,0,3,0
3327,minimum,noun,b2,b2,0,0,0,0
3328,mining,noun,-1,c1,0,1,3,1
3329,minister,noun,b2,b2,0,0,0,1
3330,ministry,noun,-1,c1,0,0,0,0
3331,minor,adjective,b2,b2,2,1,17,2
3332,minority,noun,b2,b2,0,0,0,0
3333,minute,adjective,-1,c1,0,2,37,0
3334,minute,noun,a1,a1,0,0,0,0
3335,miracle,noun,-1,c1,0,0,2,0
3336,mirror,noun,a2,a2,1,3,7,2
3337,miserable,adjective,-1,b2,4,8,4,7
3338,misery,noun,-1,c1,1,1,1,5
3339,misleading,adjective,-1,c1,0,0,0,0
3340,miss,verb,a1,a1,7,12,11,20
3341,missile,noun,-1,c1,0,0,0,0
3342,missing,adjective,a2,a2,25,9,16,29
3343,mission,noun,b2,b2,2,0,0,2
3344,mistake,noun,a1,a1,12,18,18,19
3345,mistake,verb,b2,b2,0,0,0,0
3346,mix,noun,b1,b1,1,0,9,3
3347,mix,verb,b1,b1,0,0,0,0
3348,mixed,adjective,b2,b2,8,5,12,4
3349,mixture,noun,b1,b1,0,1,1,2
3350,mob,noun,-1,c1,16,1,2,9
3351,mobile,adjective,a2,a2,0,0,0,0
3352,mobile,noun,a2,a2,0,0,0,0
3353,mobility,noun,-1,c1,0,0,2,0
3354,mobilize,verb,-1,c1,0,0,0,0
3355,mode,noun,-1,b2,0,0,0,0
3356,model,noun,a1,a1,0,0,0,2
3357,model,verb,b2,b2,0,0,0,0
3358,moderate,adjective,-1,c1,1,0,1,0
3359,modern,adjective,a1,a1,0,0,1,0
3360,modest,adjective,-1,b2,4,5,1,11
3361,modification,noun,-1,c1,0,0,0,0
3362,modify,verb,b2,b2,0,0,0,0
3363,moment,noun,a1,a1,126,167,254,157
3364,momentum,noun,-1,c1,0,0,1,0
3365,monday,noun,a1,a1,0,0,0,0
3366,money,noun,a1,a1,1,9,137,1
3367,monitor,noun,b2,b2,0,0,0,0
3368,monitor,verb,b2,b2,0,0,0,0
3369,monk,noun,-1,c1,0,0,0,0
3370,monkey,noun,a2,a2,7,6,0,1
3371,monopoly,noun,-1,c1,0,0,0,0
3372,monster,noun,-1,b2,10,7,2,30
3373,month,noun,a1,a1,0,1,30,2
3374,monthly,adjective,-1,b2,0,0,0,0
3375,monument,noun,-1,b2,0,0,0,0
3376,mood,noun,b1,b1,6,12,26,6
3377,moon,noun,a2,a2,76,85,34,73
3378,moral,adjective,b2,b2,0,0,3,0
3379,moral,noun,b2,b2,0,0,0,0
3380,morality,noun,-1,c1,0,0,0,0
3381,more,adverb,a1,a1,677,473,590,955
3382,more,determiner,a1,a1,0,0,0,0
3383,more,pronoun,a1,a1,0,0,0,0
3384,moreover,adverb,-1,b2,1,1,0,0
3385,morning,noun,a1,a1,95,79,42,112
3386,mortgage,noun,-1,b2,0,0,0,0
3387,mosque,noun,-1,b2,0,0,0,0
3388,most,adverb,a1,a1,166,119,187,212
3389,most,determiner,a1,a1,0,0,0,0
3390,most,pronoun,a1,a1,0,0,0,0
3391,mostly,adverb,a2,a2,6,2,30,15
3392,mother,noun,a1,a1,187,192,91,309
3393,motion,noun,-1,b2,10,7,37,10
3394,motivate,verb,-1,b2,0,0,0,0
3395,motivation,noun,-1,b2,0,0,0,0
3396,motive,noun,-1,c1,0,0,0,1
3397,motor,adjective,b2,b2,0,0,0,0
3398,motor,noun,b2,b2,0,0,0,0
3399,motorcycle,noun,a2,a2,0,0,0,0
3400,motorist,noun,-1,c1,0,0,0,0
3401,mount,verb,b2,b2,31,44,2,26
3402,mountain,noun,a1,a1,40,60,11,86
3403,mouse,noun,a1,a1,18,2,0,6
3404,mouth,noun,a1,a1,161,140,134,237
3405,move,noun,b1,b1,35,43,49,53
3406,move,verb,a1,a1,0,0,0,0
3407,movement,noun,a2,a2,3,3,8,5
3408,movie,noun,a1,a1,0,0,0,0
3409,moving,adjective,-1,b2,34,32,57,51
3410,much,adverb,a1,a1,256,196,307,395
3411,much,determiner,a1,a1,0,0,0,0
3412,much,pronoun,a1,a1,0,0,0,0
3413,mud,noun,b1,b1,63,44,4,54
3414,multiple,adjective,b2,b2,0,0,0,0
3415,multiply,verb,b2,b2,0,0,0,0
3416,mum,noun,a1,a1,0,0,6,0
3417,municipal,adjective,-1,c1,0,0,0,0
3418,murder,noun,b1,b1,24,26,1,45
3419,murder,verb,b1,b1,0,0,0,0
3420,muscle,noun,b1,b1,3,11,2,9
3421,museum,noun,a1,a1,0,0,0,0
3422,music,noun,a1,a1,23,17,78,41
3423,musical,adjective,a2,a2,0,0,3,0
3424,musical,noun,b1,b1,0,0,0,0
3425,musician,noun,a2,a2,0,0,23,0
3426,must,modal verb,a1,a1,399,326,94,420
3427,mutual,adjective,-1,c1,1,0,1,1
3428,my,determiner,a1,a1,1633,1394,3224,2170
3429,myself,pronoun,a2,a2,49,37,211,63
3430,mysterious,adjective,b2,b2,1,1,3,2
3431,mystery,noun,b1,b1,1,1,9,11
3432,myth,noun,-1,b2,0,0,5,0
3433,nail,noun,b1,b1,3,1,3,2
3434,naked,adjective,-1,b2,40,30,15,45
3435,name,noun,a1,a1,190,149,168,229
3436,name,verb,a1,a1,0,0,0,0
3437,namely,adverb,-1,c1,0,0,0,0
3438,narrative,adjective,b1,b1,0,0,1,1
3439,narrative,noun,b1,b1,0,0,0,0
