,Palabra,Categoría Gramatical,Oxford3000,Oxford5000,A clash of kings,A game of thrones,Name of the wind,A storm of Swords
5068,straight,adverb,a2,a2,0,0,0,0
5069,straightforward,adjective,-1,c1,0,0,2,0
5070,strain,noun,-1,c1,2,4,5,1
5071,strand,noun,-1,c1,7,3,2,9
5072,strange,adjective,a2,a2,21,37,47,36
5073,stranger,noun,b1,b1,22,16,5,43
5074,strategic,adjective,-1,c1,0,0,0,0
5075,strategy,noun,a2,a2,0,1,1,0
5076,stream,noun,b2,b2,22,32,19,20
5077,street,noun,a1,a1,19,24,48,7
5078,strength,noun,b1,b1,74,49,6,81
5079,strengthen,verb,-1,b2,1,1,0,1
5080,stress,noun,a2,a2,0,0,0,0
5081,stress,verb,a2,a2,0,0,0,0
5082,stretch,noun,b2,b2,1,4,11,7
5083,stretch,verb,b2,b2,0,0,0,0
5084,strict,adjective,b2,b2,0,0,2,0
5085,strictly,adverb,-1,b2,1,0,1,1
5086,strike,noun,b2,b2,28,18,10,24
5087,strike,verb,b2,b2,0,0,0,0
5088,striking,adjective,-1,c1,2,4,12,5
5089,string,noun,b1,b1,4,2,33,16
5090,strip,noun,-1,c1,11,5,4,8
5091,strip,verb,-1,c1,0,0,0,0
5092,strive,verb,-1,c1,1,0,0,0
5093,stroke,noun,-1,b2,13,7,1,24
5094,strong,adjective,a1,a1,130,108,28,182
5095,strongly,adverb,b1,b1,3,1,1,3
5096,structural,adjective,-1,c1,0,0,0,1
5097,structure,noun,a2,a2,2,5,0,2
5098,structure,verb,b2,b2,0,0,0,0
5099,struggle,noun,b2,b2,7,4,1,11
5100,struggle,verb,b2,b2,0,0,0,0
5101,student,noun,a1,a1,0,0,66,0
5102,studio,noun,b1,b1,0,0,0,0
5103,study,noun,a1,a1,1,6,30,2
5104,study,verb,a1,a1,0,0,0,0
5105,stuff,noun,b1,b1,11,6,13,12
5106,stuff,verb,b2,b2,0,0,0,0
5107,stumble,verb,-1,c1,3,1,1,4
5108,stun,verb,-1,c1,0,0,0,0
5109,stunning,adjective,-1,b2,0,0,2,0
5110,stupid,adjective,a2,a2,53,31,13,97
5111,style,noun,a1,a1,6,3,2,4
5112,subject,adjective,b2,b2,7,7,20,7
5113,subject,noun,a1,a1,0,0,0,0
5114,submission,noun,-1,c1,3,1,0,6
5115,submit,verb,b2,b2,0,1,1,0
5116,subscriber,noun,-1,c1,0,0,0,0
5117,subscription,noun,-1,c1,0,0,0,0
5118,subsequent,adjective,-1,b2,0,0,0,0
5119,subsequently,adverb,-1,b2,0,0,0,0
5120,subsidy,noun,-1,c1,0,0,0,0
5121,substance,noun,b1,b1,12,0,1,2
5122,substantial,adjective,-1,c1,0,1,3,0
5123,substantially,adverb,-1,c1,0,0,0,0
5124,substitute,noun,-1,c1,1,0,0,0
5125,substitute,verb,-1,c1,0,0,0,0
5126,substitution,noun,-1,c1,0,0,0,0
5127,subtle,adjective,-1,c1,4,1,8,2
5128,suburb,noun,-1,b2,0,0,0,0
5129,suburban,adjective,-1,c1,0,0,0,0
5130,succeed,verb,a2,a2,1,2,1,1
5131,success,noun,a1,a1,2,2,6,3
5132,successful,adjective,a2,a2,0,0,2,0
5133,successfully,adverb,b1,b1,0,0,2,0
5134,succession,noun,-1,c1,8,3,2,6
5135,successive,adjective,-1,c1,0,0,0,0
5136,successor,noun,-1,c1,3,0,0,2
5137,such,determiner,a2,a2,151,85,99,226
5138,such,pronoun,a2,a2,0,0,0,0
5139,suck,verb,-1,c1,6,5,3,7
5140,sudden,adjective,b1,b1,33,55,58,47
5141,suddenly,adverb,a2,a2,69,76,69,103
5142,sue,verb,-1,c1,0,1,0,0
5143,suffer,verb,b1,b1,13,6,0,29
5144,suffering,noun,-1,b2,1,2,1,1
5145,sufficient,adjective,-1,b2,10,9,1,9
5146,sufficiently,adverb,-1,b2,2,0,1,1
5147,sugar,noun,a1,a1,2,1,5,1
5148,suggest,verb,a2,a2,6,6,2,5
5149,suggestion,noun,a2,a2,5,2,0,4
5150,suicide,noun,-1,c1,0,0,0,0
5151,suit,noun,a2,a2,11,11,10,10
5152,suit,verb,b1,b1,0,0,0,0
5153,suitable,adjective,b1,b1,6,4,2,10
5154,suite,noun,-1,c1,1,0,2,1
5155,sum,noun,b2,b2,1,1,2,2
5156,sum,verb,b2,b2,0,0,0,0
5157,summarize,verb,b1,b1,0,0,0,0
5158,summary,noun,b1,b1,0,0,0,0
5159,summer,noun,a1,a1,115,97,16,86
5160,summit,noun,-1,c1,5,1,0,2
5161,sun,noun,a1,a1,77,105,53,119
5162,sunday,noun,a1,a1,0,0,0,0
5163,super,adjective,-1,b2,0,0,0,0
5164,superb,adjective,-1,c1,1,0,0,0
5165,superior,adjective,-1,c1,0,0,0,1
5166,supermarket,noun,a1,a1,0,0,0,0
5167,supervise,verb,-1,c1,0,0,0,0
5168,supervision,noun,-1,c1,0,0,0,0
5169,supervisor,noun,-1,c1,0,0,0,0
5170,supplement,noun,-1,c1,0,0,0,0
5171,supplement,verb,-1,c1,0,0,0,0
5172,supply,noun,b1,b1,4,4,2,3
5173,supply,verb,b1,b1,0,0,0,0
5174,support,noun,a2,a2,15,8,7,25
5175,support,verb,a2,a2,0,0,0,0
5176,supporter,noun,b1,b1,0,0,0,0
5177,supportive,adjective,-1,c1,0,0,0,0
5178,suppose,verb,a2,a2,29,23,51,28
5179,supposedly,adverb,-1,c1,2,0,0,4
5180,suppress,verb,-1,c1,0,0,1,1
5181,supreme,adjective,-1,c1,0,0,1,0
5182,sure,adjective,a1,a1,65,43,113,91
5183,sure,adverb,a2,a2,0,0,0,0
5184,surely,adverb,b1,b1,30,40,4,52
5185,surface,noun,b1,b1,16,8,13,26
5186,surge,noun,-1,c1,2,0,0,0
5187,surge,verb,-1,c1,0,0,0,0
5188,surgeon,noun,-1,b2,0,0,0,0
5189,surgery,noun,b2,b2,0,0,0,0
5190,surgical,adjective,-1,c1,0,0,1,0
5191,surplus,noun,-1,c1,0,0,1,0
5192,surprise,noun,a2,a2,12,24,14,11
5193,surprise,verb,a2,a2,0,0,0,0
5194,surprised,adjective,a2,a2,27,8,90,21
5195,surprising,adjective,a2,a2,1,3,10,1
5196,surrender,verb,-1,c1,3,2,0,2
5197,surround,verb,b2,b2,2,0,2,0
5198,surrounding,adjective,b2,b2,1,4,18,4
5199,surveillance,noun,-1,c1,0,0,0,0
5200,survey,noun,a2,a2,1,0,1,1
5201,survey,verb,b2,b2,0,0,0,0
5202,survival,noun,-1,b2,0,0,0,0
5203,survive,verb,b1,b1,8,6,5,8
5204,survivor,noun,-1,b2,0,0,1,1
5205,suspect,noun,b2,b2,6,5,5,4
5206,suspect,verb,b2,b2,0,0,0,0
5207,suspend,verb,-1,b2,0,0,3,0
5208,suspension,noun,-1,c1,0,0,3,0
5209,suspicion,noun,-1,c1,6,7,3,3
5210,suspicious,adjective,-1,c1,8,3,7,10
5211,sustain,verb,-1,c1,3,0,0,2
5212,sustainable,adjective,-1,b2,0,0,0,0
5213,swallow,verb,-1,b2,7,11,19,16
5214,swear,verb,b2,b2,57,51,11,57
5215,sweater,noun,a1,a1,0,0,0,0
5216,sweep,verb,b2,b2,12,5,2,2
5217,sweet,adjective,a2,a2,150,139,62,164
5218,sweet,noun,a2,a2,0,0,0,0
5219,swim,noun,b1,b1,5,3,0,13
5220,swim,verb,a1,a1,0,0,0,0
5221,swimming,noun,a1,a1,6,4,2,5
5222,swing,noun,-1,c1,5,11,7,9
5223,swing,verb,-1,c1,0,0,0,0
5224,switch,noun,b2,b2,0,0,9,0
5225,switch,verb,b1,b1,0,0,0,0
5226,sword,noun,-1,c1,273,354,61,419
5227,symbol,noun,a2,a2,0,0,1,1
5228,symbolic,adjective,-1,c1,0,0,0,0
5229,sympathetic,adjective,-1,b2,3,1,24,1
5230,sympathy,noun,b2,b2,0,1,105,1
5231,symptom,noun,b1,b1,0,0,0,0
5232,syndrome,noun,-1,c1,0,0,0,0
5233,synthesis,noun,-1,c1,0,0,0,0
5234,system,noun,a2,a2,0,0,14,0
5235,systematic,adjective,-1,c1,0,0,0,0
5236,t-shirt,noun,a1,a1,0,0,0,0
5237,table,noun,a1,a1,106,118,156,124
5238,tablet,noun,a2,a2,0,0,0,1
5239,tackle,noun,-1,c1,0,0,0,0
5240,tackle,verb,-1,b2,0,0,0,0
5241,tactic,noun,-1,c1,0,1,0,1
5242,tactical,adjective,-1,c1,0,0,0,0
5243,tag,noun,-1,b2,0,0,0,0
5244,tag,verb,-1,b2,0,0,0,0
5245,tail,noun,b1,b1,28,6,11,38
5246,take,verb,a1,a1,333,298,145,385
5247,tale,noun,b2,b2,42,10,7,47
5248,talent,noun,b1,b1,0,1,57,0
5249,talented,adjective,b1,b1,0,0,10,0
5250,talk,noun,a2,a2,106,89,67,82
5251,talk,verb,a1,a1,0,0,0,0
5252,tall,adjective,a1,a1,51,50,67,55
5253,tank,noun,b2,b2,0,0,0,0
5254,tap,noun,-1,b2,0,1,4,16
5255,tap,verb,-1,b2,0,0,0,0
5256,tape,noun,b1,b1,0,0,0,0
5257,target,noun,a2,a2,4,3,0,7
5258,target,verb,b2,b2,0,0,0,0
5259,task,noun,a2,a2,17,7,2,24
5260,taste,noun,a2,a2,67,52,13,65
5261,taste,verb,a2,a2,0,0,0,0
5262,tax,noun,b1,b1,2,1,2,2
5263,tax,verb,b1,b1,0,0,0,0
5264,taxi,noun,a1,a1,0,0,0,0
5265,taxpayer,noun,-1,c1,0,0,0,0
5266,tea,noun,a1,a1,3,2,2,3
5267,teach,verb,a1,a1,11,23,21,15
5268,teacher,noun,a1,a1,0,2,10,4
5269,teaching,noun,a2,a2,3,4,11,7
5270,team,noun,a1,a1,0,0,0,9
5271,tear,noun,b2,b2,11,13,10,14
5272,tear,verb,b2,b2,0,0,0,0
5273,technical,adjective,b1,b1,0,0,0,0
5274,technique,noun,b1,b1,0,0,0,0
5275,technological,adjective,-1,b2,0,0,0,0
5276,technology,noun,a2,a2,0,0,0,0
5277,teenage,adjective,a2,a2,0,0,1,0
5278,teenager,noun,a1,a1,0,0,0,0
5279,teens,noun,-1,b2,0,0,0,0
5280,telephone,noun,a1,a1,0,0,0,0
5281,telephone,verb,a1,a1,0,0,0,0
5282,television,noun,a1,a1,0,0,0,0
5283,tell,verb,a1,a1,149,156,157,226
5284,temperature,noun,a2,a2,0,0,3,0
5285,temple,noun,-1,b2,6,7,8,14
5286,temporarily,adverb,-1,b2,0,0,0,0
5287,temporary,adjective,b2,b2,0,0,1,0
5288,tempt,verb,-1,c1,0,0,1,5
5289,ten,number,a1,a1,81,40,76,86
5290,tenant,noun,-1,c1,0,1,0,0
5291,tend,verb,b1,b1,13,2,17,12
5292,tendency,noun,-1,b2,0,0,1,1
5293,tender,adjective,-1,c1,4,8,8,4
5294,tennis,noun,a1,a1,0,0,0,0
5295,tension,noun,-1,b2,0,6,13,3
5296,tent,noun,b1,b1,31,60,5,55
5297,tenure,noun,-1,c1,0,0,0,0
5298,term,noun,a2,a2,1,0,70,0
5299,term,verb,b2,b2,0,0,0,0
5300,terminal,adjective,-1,c1,0,0,1,0
5301,terminal,noun,-1,b2,0,0,0,0
5302,terminate,verb,-1,c1,0,0,0,0
5303,terms,noun,-1,b2,28,3,19,20
5304,terrain,noun,-1,c1,0,0,0,0
5305,terrible,adjective,a1,a1,40,38,42,38
5306,terribly,adverb,-1,b2,6,3,28,1
5307,terrific,adjective,-1,c1,0,0,2,0
5308,terrify,verb,-1,b2,0,0,0,0
5309,territory,noun,-1,b2,0,0,0,0
5310,terror,noun,-1,b2,11,13,2,21
5311,terrorism,noun,-1,b2,0,0,0,0
5312,terrorist,noun,-1,b2,0,0,0,0
5313,test,noun,a1,a1,3,2,10,2
5314,test,verb,a1,a1,0,0,0,0
5315,testify,verb,-1,c1,0,0,0,0
5316,testimony,noun,-1,c1,0,0,0,1
5317,testing,noun,-1,b2,0,2,3,1
5318,text,noun,a1,a1,0,0,0,0
5319,text,verb,a2,a2,0,0,0,0
5320,textbook,noun,-1,b2,0,0,0,0
5321,texture,noun,-1,c1,0,0,2,1
5322,than,conjunction,a1,a1,671,522,548,816
5323,than,preposition,a1,a1,0,0,0,0
5324,thank,verb,a1,a1,47,48,47,52
5325,thankfully,adverb,-1,c1,2,1,2,12
5326,thanks,exclamation,a1,a1,12,21,18,16
5327,thanks,noun,a1,a1,0,0,0,0
5328,that,adverb,b1,b1,2748,2401,2514,3952
5329,that,conjunction,a1,a1,0,0,0,0
5330,that,determiner,a1,a1,0,0,0,0
5331,that,pronoun,a1,a1,0,0,0,0
5332,the,definite article,a1,a1,18930,17703,12870,24027
5333,theatre,noun,a1,a1,0,0,0,0
5334,theatrical,adjective,-1,c1,0,0,0,0
5335,theft,noun,-1,b2,0,1,10,1
5336,their,determiner,a1,a1,947,773,337,1170
5337,theirs,pronoun,b1,b1,12,11,1,8
5338,them,pronoun,a1,a1,1402,1186,630,1824
5339,theme,noun,b1,b1,0,0,0,0
5340,themselves,pronoun,a2,a2,48,33,40,60
5341,then,adverb,a1,a1,383,389,792,672
5342,theology,noun,-1,c1,1,0,0,0
5343,theoretical,adjective,-1,c1,0,0,0,0
5344,theory,noun,b1,b1,0,0,5,0
5345,therapist,noun,-1,b2,0,0,0,0
5346,therapy,noun,b2,b2,0,0,0,0
5347,there,adverb,a1,a1,845,772,928,1294
5348,thereafter,adverb,-1,c1,5,0,0,6
5349,thereby,adverb,-1,c1,1,1,2,1
5350,therefore,adverb,b1,b1,0,0,1,0
5351,thesis,noun,-1,b2,0,0,0,0
5352,they,pronoun,a1,a1,2011,1565,884,2406
5353,thick,adjective,a2,a2,86,109,93,143
5354,thief,noun,a2,a2,6,3,6,6
5355,thin,adjective,a2,a2,77,57,43,90
5356,thing,noun,a1,a1,129,111,217,167
5357,think,verb,a1,a1,245,197,355,350
5358,thinking,noun,a2,a2,38,36,85,51
5359,third,noun,a2,a2,37,49,61,87
5360,third,ordinal number,a1,a1,0,0,0,0
5361,thirsty,adjective,a1,a1,4,3,6,3
5362,thirteen,number,a1,a1,28,7,7,24
5363,thirty,number,a1,a1,41,18,38,37
5364,this,adverb,b1,b1,763,697,788,1023
5365,this,determiner,a1,a1,0,0,0,0
5366,this,pronoun,a1,a1,0,0,0,0
5367,thorough,adjective,-1,b2,0,0,2,0
5368,thoroughly,adverb,-1,b2,2,1,3,1
5369,though,adverb,b1,b1,294,123,131,502
5370,though,conjunction,b1,b1,0,0,0,0
5371,thought,noun,a2,a2,487,337,258,637
5372,thought-provoking,adjective,-1,c1,0,0,0,0
5373,thoughtful,adjective,-1,c1,4,15,21,1
5374,thousand,number,a1,a1,109,122,37,139
5375,thread,noun,-1,c1,6,12,10,5
5376,threat,noun,b2,b2,13,5,4,14
5377,threaten,verb,b2,b2,4,5,2,8
5378,three,number,a1,a1,282,208,235,434
5379,threshold,noun,-1,c1,1,0,0,1
5380,thrilled,adjective,-1,c1,1,1,0,0
5381,thrive,verb,-1,c1,0,0,0,0
5382,throat,noun,b1,b1,105,95,38,131
5383,through,adverb,a1,a1,456,347,379,548
5384,through,preposition,a1,a1,0,0,0,0
5385,throughout,adverb,b1,b1,2,5,11,3
5386,throughout,preposition,b1,b1,0,0,0,0
5387,throw,verb,a2,a2,15,17,16,28
5388,thumb,noun,-1,b2,12,14,25,10
5389,thursday,noun,a1,a1,0,0,0,0
5390,thus,adverb,b2,b2,6,0,8,5
5391,ticket,noun,a1,a1,0,0,0,0
5392,tide,noun,-1,c1,18,6,3,15
5393,tidy,adjective,a2,a2,1,0,8,0
5394,tidy,verb,a2,a2,0,0,0,0
5395,tie,noun,a2,a2,3,3,6,9
5396,tie,verb,a2,a2,0,0,0,0
5397,tight,adjective,b1,b1,47,36,40,48
5398,tighten,verb,-1,c1,0,2,1,3
5399,till,conjunction,b1,b1,8,8,4,39
5400,till,preposition,b1,b1,0,0,0,0
5401,timber,noun,-1,c1,10,5,10,2
5402,time,noun,a1,a1,421,394,424,558
5403,time,verb,b2,b2,0,0,0,0
5404,timely,adjective,-1,c1,0,0,3,1
5405,timing,noun,-1,b2,0,0,5,0
5406,tin,noun,b1,b1,8,4,10,3
5407,tiny,adjective,b1,b1,13,20,30,20
5408,tip,noun,a2,a2,2,1,18,3
5409,tip,verb,b1,b1,0,0,0,0
5410,tired,adjective,a1,a1,22,37,32,50
5411,tissue,noun,-1,b2,0,0,1,4
5412,title,noun,a1,a1,5,6,2,10
5413,title,verb,b2,b2,0,0,0,0
5414,to,infinitive marker,a1,a1,7286,6551,6425,9441
5415,to,preposition,a1,a1,0,0,0,0
5416,tobacco,noun,-1,c1,0,0,0,0
5417,today,adverb,a1,a1,45,44,69,28
5418,today,noun,a1,a1,0,0,0,0
5419,toe,noun,b1,b1,4,4,3,9
5420,together,adverb,a1,a1,102,97,98,126
5421,toilet,noun,a1,a1,0,0,0,0
5422,tolerance,noun,-1,c1,0,0,2,0
5423,tolerate,verb,-1,c1,0,0,1,1
5424,toll,noun,-1,c1,1,0,0,1
5425,tomato,noun,a1,a1,0,0,1,0
5426,tomorrow,adverb,a1,a1,1,14,38,5
5427,tomorrow,noun,a1,a1,0,0,0,0
5428,ton,noun,-1,b2,1,0,3,2
5429,tone,noun,b2,b2,18,18,49,30
5430,tongue,noun,b1,b1,71,56,30,125
5431,tonight,adverb,a1,a1,45,39,50,35
5432,tonight,noun,a1,a1,0,0,0,0
5433,tonne,noun,-1,b2,0,0,0,0
5434,too,adverb,a1,a1,470,370,330,710
5435,tool,noun,a2,a2,0,0,6,4
5436,tooth,noun,a1,a1,10,18,2,14
5437,top,adjective,a2,a2,36,44,61,93
5438,top,noun,a2,a2,0,0,0,0
5439,top,verb,-1,c1,0,0,0,0
5440,topic,noun,a1,a1,1,0,2,0
5441,torture,noun,-1,c1,1,0,0,0
5442,torture,verb,-1,c1,0,0,0,0
5443,toss,verb,-1,c1,1,7,1,2
5444,total,adjective,b1,b1,0,0,2,0
5445,total,noun,b1,b1,0,0,0,0
5446,total,verb,-1,c1,0,0,0,0
5447,totally,adverb,b1,b1,0,0,1,0
5448,touch,noun,b1,b1,31,44,47,39
5449,touch,verb,a2,a2,0,0,0,0
5450,tough,adjective,b2,b2,3,6,7,5
5451,tour,noun,a2,a2,0,0,1,1
5452,tour,verb,b1,b1,0,0,0,0
5453,tourism,noun,a2,a2,0,0,0,0
5454,tourist,noun,a1,a1,0,0,0,0
5455,tournament,noun,-1,b2,2,4,0,2
5456,towards,preposition,a2,a2,0,0,1,1
5457,towel,noun,a2,a2,1,2,4,3
5458,tower,noun,a2,a2,133,135,7,171
5459,town,noun,a1,a1,28,22,134,34
5460,toxic,adjective,-1,c1,0,0,1,0
5461,toy,adjective,a2,a2,1,6,1,3
5462,toy,noun,a2,a2,0,0,0,0
5463,trace,noun,-1,c1,3,5,6,3
5464,trace,verb,-1,b2,0,0,0,0
5465,track,noun,a2,a2,5,6,9,7
5466,track,verb,b2,b2,0,0,0,0
5467,trade,noun,b1,b1,14,11,11,22
5468,trade,verb,b1,b1,0,0,0,0
5469,trademark,noun,-1,c1,0,0,0,0
5470,trading,noun,-1,b2,9,8,4,12
5471,tradition,noun,a2,a2,0,0,3,4
5472,traditional,adjective,a2,a2,4,3,6,2
5473,traffic,noun,a1,a1,3,1,1,1
5474,tragedy,noun,-1,b2,0,2,8,0
5475,tragic,adjective,-1,b2,1,0,1,0
5476,trail,noun,-1,c1,19,8,4,16
5477,trail,verb,-1,c1,0,0,0,0
5478,trailer,noun,-1,c1,0,0,0,0
5479,train,noun,a1,a1,7,7,1,10
5480,train,verb,a2,a2,0,0,0,0
5481,trainer,noun,a2,a2,0,0,0,0
5482,training,noun,a2,a2,8,12,10,21
5483,trait,noun,-1,b2,0,0,0,0
5484,transaction,noun,-1,c1,0,0,0,0
5485,transcript,noun,-1,c1,0,0,0,0
5486,transfer,noun,b2,b2,0,0,1,0
5487,transfer,verb,b2,b2,0,0,0,0
5488,transform,verb,b2,b2,1,0,0,3
5489,transformation,noun,-1,c1,0,0,1,0
5490,transit,noun,-1,c1,0,0,0,0
5491,transition,noun,b2,b2,0,0,0,0
5492,translate,verb,b1,b1,0,1,1,0
5493,translation,noun,b1,b1,0,0,1,6
5494,transmission,noun,-1,c1,0,0,0,0
5495,transmit,verb,-1,b2,0,0,0,0
5496,transparency,noun,-1,c1,0,0,0,0
5497,transparent,adjective,-1,c1,0,0,1,0
5498,transport,noun,a2,a2,1,0,0,0
5499,transport,verb,b1,b1,0,0,0,0
5500,transportation,noun,-1,b2,0,0,0,0
5501,trap,noun,-1,b2,12,8,3,12
5502,trap,verb,-1,b2,0,0,0,0
5503,trauma,noun,-1,c1,0,0,1,0
5504,travel,noun,a1,a1,9,7,7,9
5505,travel,verb,a1,a1,0,0,0,0
5506,traveller,noun,a2,a2,0,0,0,0
5507,treasure,noun,-1,b2,8,4,7,4
5508,treat,verb,b1,b1,15,6,5,13
5509,treatment,noun,b1,b1,1,1,4,0
5510,treaty,noun,-1,c1,0,0,0,0
5511,tree,noun,a1,a1,71,52,63,96
5512,tremendous,adjective,-1,c1,0,0,1,0
5513,trend,noun,b1,b1,0,0,0,0
5514,trial,noun,b2,b2,7,11,4,34
5515,tribal,adjective,-1,c1,0,0,0,0
5516,tribe,noun,-1,b2,0,0,0,0
5517,tribunal,noun,-1,c1,0,0,0,0
5518,tribute,noun,-1,c1,1,0,1,0
5519,trick,noun,b1,b1,17,8,16,10
5520,trick,verb,b1,b1,0,0,0,0
5521,trigger,noun,-1,c1,1,0,0,0
5522,trigger,verb,-1,b2,0,0,0,0
5523,trillion,number,-1,b2,0,0,0,0
5524,trio,noun,-1,c1,1,1,3,1
5525,trip,noun,a1,a1,4,4,39,1
5526,trip,verb,b2,b2,0,0,0,0
5527,triumph,noun,-1,c1,6,3,2,6
5528,troop,noun,-1,b2,3,0,0,1
5529,trophy,noun,-1,c1,1,0,0,1
5530,tropical,adjective,b2,b2,0,0,0,0
5531,trouble,noun,a2,a2,37,31,77,37
5532,trouble,verb,b2,b2,0,0,0,0
5533,troubled,adjective,-1,c1,20,22,3,10
5534,trousers,noun,a1,a1,0,5,1,4
5535,truck,noun,a2,a2,0,0,0,0
5536,true,adjective,a1,a1,162,108,71,199
5537,truly,adverb,b2,b2,72,84,24,69
5538,trust,noun,b2,b2,44,35,26,46
5539,trust,verb,b2,b2,0,0,0,0
5540,trustee,noun,-1,c1,0,0,0,0
5541,truth,noun,b1,b1,94,112,99,98
5542,try,noun,b2,b2,45,42,57,80
5543,try,verb,a1,a1,0,0,0,0
5544,tsunami,noun,-1,b2,0,0,0,0
5545,tube,noun,b1,b1,1,9,0,1
5546,tuesday,noun,a1,a1,0,0,0,0
5547,tuition,noun,-1,c1,0,0,37,0
5548,tune,noun,b2,b2,3,4,9,6
5549,tunnel,noun,b2,b2,15,9,2,27
5550,turn,noun,a1,a1,83,49,51,111
5551,turn,verb,a1,a1,0,0,0,0
5552,turnout,noun,-1,c1,0,0,0,0
5553,turnover,noun,-1,c1,0,0,0,0
5554,tv,noun,a1,a1,0,0,0,0
5555,twelve,number,a1,a1,19,14,13,33
5556,twenty,number,a1,a1,55,57,58,48
5557,twice,adverb,a1,a1,32,19,49,59
5558,twin,adjective,a2,a2,24,16,1,29
5559,twin,noun,a2,a2,0,0,0,0
5560,twist,noun,-1,c1,9,14,9,8
5561,twist,verb,-1,c1,0,0,0,0
5562,two,number,a1,a1,325,278,456,476
5563,type,noun,a1,a1,0,0,18,0
5564,type,verb,b1,b1,0,0,0,0
5565,typical,adjective,a2,a2,0,0,2,0
5566,typically,adverb,b1,b1,0,0,2,0
5567,tyre,noun,b1,b1,0,0,0,0
5568,ugly,adjective,b1,b1,34,25,7,51
5569,ultimate,adjective,-1,b2,0,0,0,0
5570,ultimately,adverb,b2,b2,0,0,2,0
5571,umbrella,noun,a1,a1,0,0,0,0
5572,unable,adjective,b1,b1,2,4,18,3
5573,unacceptable,adjective,-1,b2,1,0,0,0
5574,uncertainty,noun,-1,b2,1,2,2,2
5575,uncle,noun,a1,a1,112,116,5,135
5576,uncomfortable,adjective,b1,b1,3,13,16,9
5577,unconscious,adjective,b2,b2,1,0,9,0
5578,under,adverb,a1,a1,230,180,119,203
5579,under,preposition,a1,a1,0,0,0,0
5580,undergo,verb,-1,b2,0,0,0,0
5581,undergraduate,noun,-1,c1,0,0,0,0
5582,underground,adjective,a2,a2,0,1,8,5
5583,underground,adverb,a2,a2,0,0,0,0
5584,underlying,adjective,-1,c1,0,0,1,0
5585,undermine,verb,-1,c1,0,0,0,0
5586,understand,verb,a1,a1,41,65,75,60
5587,understanding,noun,a2,a2,6,2,9,2
5588,undertake,verb,-1,b2,0,0,0,0
5589,underwear,noun,b1,b1,0,0,0,0
5590,undoubtedly,adverb,-1,c1,0,1,5,1
5591,unemployed,adjective,b1,b1,0,0,1,0
5592,unemployment,noun,b1,b1,0,0,0,0
5593,unexpected,adjective,b2,b2,1,4,9,1
5594,unfair,adjective,b1,b1,1,0,1,1
5595,unfold,verb,-1,b2,0,1,0,1
5596,unfortunate,adjective,-1,b2,4,2,3,6
5597,unfortunately,adverb,a2,a2,1,0,13,1
5598,unhappy,adjective,a2,a2,6,3,2,5
5599,uniform,noun,a2,a2,0,0,2,1
5600,unify,verb,-1,c1,0,0,0,0
5601,union,noun,b1,b1,1,1,0,1
5602,unique,adjective,b2,b2,1,0,0,1
5603,unit,noun,a2,a2,0,0,2,1
5604,unite,verb,-1,b2,0,1,0,2
5605,united,adjective,a2,a2,0,0,0,0
5606,unity,noun,-1,b2,0,0,0,0
5607,universal,adjective,-1,b2,0,0,0,0
5608,universe,noun,b2,b2,0,0,1,0
5609,university,noun,a1,a1,0,0,158,0
5610,unknown,adjective,b2,b2,3,2,2,1
5611,unless,conjunction,b1,b1,28,26,19,49
5612,unlike,preposition,b1,b1,7,4,6,9
5613,unlikely,adjective,b1,b1,4,2,3,2
5614,unnecessary,adjective,b1,b1,0,0,3,0
5615,unpleasant,adjective,b1,b1,1,2,11,2
5616,unprecedented,adjective,-1,c1,0,0,0,0
5617,until,conjunction,a1,a1,195,202,121,216
5618,until,preposition,a1,a1,0,0,0,0
5619,unusual,adjective,a2,a2,0,0,5,0
5620,unveil,verb,-1,c1,1,0,0,0
5621,up,adverb,a1,a1,765,737,934,1129
5622,up,preposition,a1,a1,0,0,0,0
5623,upcoming,adjective,-1,c1,0,0,3,0
5624,update,noun,b1,b1,0,0,0,0
5625,update,verb,b1,b1,0,0,0,0
5626,upgrade,noun,-1,c1,0,0,0,0
5627,upgrade,verb,-1,c1,0,0,0,0
5628,uphold,verb,-1,c1,0,0,0,0
5629,upon,preposition,b1,b1,98,58,30,154
5630,upper,adjective,b2,b2,11,6,6,16
5631,upset,adjective,b1,b1,0,6,8,2
5632,upset,verb,b1,b1,0,0,0,0
5633,upstairs,adjective,a2,a2,4,3,5,3
5634,upstairs,adverb,a1,a1,0,0,0,0
5635,upwards,adverb,b2,b2,0,0,1,0
5636,urban,adjective,b2,b2,0,0,0,0
5637,urge,verb,b2,b2,6,9,9,3
5638,urgent,adjective,-1,b2,4,12,6,1
5639,us,pronoun,a1,a1,381,303,266,508
5640,usage,noun,-1,b2,1,0,0,0
5641,use,noun,a2,a2,70,48,85,67
5642,use,verb,a1,a1,0,0,0,0
5643,used,adjective,b1,b1,68,49,101,105
5644,used to,modal verb,a2,a2,0,0,0,0
5645,useful,adjective,a1,a1,4,4,8,7
5646,useless,adjective,-1,b2,8,8,10,9
5647,user,noun,a2,a2,0,0,0,0
5648,usual,adjective,a2,a2,9,6,20,9
5649,usually,adverb,a1,a1,3,1,34,1
5650,utility,noun,-1,c1,0,0,0,0
5651,utilize,verb,-1,c1,0,0,0,0
