Palabra;Categoría Gramatical;Oxford3000;Oxford5000;aGameOfThrones;aClashOfKings.1;aSTormOfSwords;Hp1;Hp2;Hp3;Hp4;Hp5;Hp6;Hp7;NameOfTheWind;theSlowRegardOfSilentThings;Pride and prejudice
amateur;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
amazed;adjective;b1;b1;0.0;0.0;1.0;4.0;6.0;3.0;3.0;6.0;6.0;0.0;3.0;1.0;5.0
amazing;adjective;a1;a1;0.0;0.0;0.0;0.0;6.0;3.0;9.0;3.0;0.0;6.0;4.0;0.0;2.0
ambassador;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ambition;noun;b1;b1;2;4.0;0.0;2.0;2.0;0.0;3.0;6.0;7.0;1.0;0.0;0.0;1.0
ambitious;adjective;b1;b1;2;2.0;2.0;0.0;1.0;0.0;3.0;1.0;2.0;0.0;1.0;0.0;0.0
ambulance;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
amend;verb;-1;c1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
amendment;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0
amid;preposition;-1;c1;4;1.0;0.0;1.0;1.0;2.0;3.0;5.0;0.0;2.0;3.0;1.0;1.0
among;preposition;a2;a2;71;58.0;51.0;4.0;6.0;10.0;12.0;29.0;12.0;1.0;40.0;14.0;25.0
amount;noun;a2;a2;1;1.0;1.0;1.0;3.0;5.0;6.0;10.0;22.0;4.0;25.0;1.0;2.0
amount;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
amusing;adjective;-1;b2;5;10.0;9.0;0.0;3.0;3.0;0.0;7.0;10.0;3.0;3.0;0.0;4.0
analogy;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
analyse;verb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
analysis;noun;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
analyst;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ancestor;noun;-1;b2;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0
anchor;noun;-1;c1;1;6.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
ancient;adjective;a2;a2;38;32.0;21.0;2.0;8.0;6.0;4.0;33.0;12.0;10.0;7.0;7.0;1.0
and;conjunction;a1;a1;8899;9724.0;12832.0;1939.0;2306.0;2747.0;5006.0;6372.0;4091.0;5530.0;6061.0;1106.0;3584.0
angel;noun;-1;c1;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;3.0;0.0;3.0
anger;noun;b2;b2;48;16.0;30.0;4.0;6.0;9.0;15.0;34.0;12.0;22.0;30.0;7.0;13.0
angle;noun;b2;b2;1;6.0;6.0;0.0;2.0;4.0;2.0;6.0;1.0;3.0;6.0;2.0;0.0
angrily;adverb;-1;-1;9;7.0;11.0;7.0;14.0;15.0;34.0;70.0;34.0;8.0;13.0;2.0;1.0
angry;adjective;a1;a1;45;56.0;65.0;15.0;14.0;19.0;28.0;51.0;28.0;30.0;34.0;8.0;17.0
animal;noun;a1;a1;27;13.0;7.0;3.0;2.0;10.0;4.0;5.0;1.0;3.0;19.0;0.0;1.0
animation;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
ankle;noun;a2;a2;4;9.0;7.0;0.0;1.0;0.0;4.0;7.0;7.0;3.0;5.0;0.0;1.0
anniversary;noun;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
announce;verb;b1;b1;1;1.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;4.0
announcement;noun;b1;b1;0.0;0.0;0.0;0.0;2.0;1.0;2.0;0.0;2.0;0.0;1.0;0.0;0.0
annoy;verb;b1;b1;0.0;0.0;1.0;1.0;0.0;1.0;3.0;3.0;3.0;1.0;0.0;0.0;0.0
annoyed;adjective;b1;b1;4;7.0;6.0;1.0;1.0;3.0;8.0;10.0;18.0;4.0;3.0;0.0;1.0
annoying;adjective;b1;b1;0.0;2.0;1.0;2.0;1.0;0.0;3.0;2.0;2.0;2.0;3.0;0.0;0.0
annual;adjective;b2;b2;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
annually;adverb;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
anonymous;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
another;determiner;a1;a1;138;206.0;314.0;56.0;64.0;72.0;126.0;172.0;98.0;138.0;204.0;17.0;56.0
another;pronoun;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
answer;noun;a1;a1;65;81.0;90.0;22.0;13.0;18.0;43.0;61.0;45.0;49.0;28.0;0.0;65.0
answer;verb;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
anticipate;verb;-1;b2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
anxiety;noun;-1;b2;1;1.0;0.0;1.0;1.0;0.0;5.0;4.0;0.0;2.0;11.0;0.0;19.0
anxious;adjective;b2;b2;24;17.0;17.0;2.0;6.0;7.0;14.0;27.0;9.0;6.0;15.0;4.0;26.0
any;adverb;a2;a2;158;249.0;315.0;63.0;78.0;81.0;171.0;206.0;143.0;161.0;291.0;17.0;268.0
any;determiner;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
any;pronoun;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
any more;adverb;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
anybody;pronoun;a2;a2;4;0.0;0.0;0.0;3.0;10.0;14.0;20.0;27.0;11.0;0.0;0.0;24.0
anyone;pronoun;a1;a1;39;53.0;50.0;39.0;38.0;47.0;72.0;82.0;65.0;68.0;112.0;3.0;24.0
anything;pronoun;a1;a1;59;60.0;66.0;74.0;62.0;80.0;135.0;163.0;131.0;91.0;185.0;14.0;80.0
anyway;adverb;a2;a2;15;16.0;23.0;31.0;14.0;11.0;27.0;108.0;48.0;31.0;33.0;1.0;0.0
anywhere;adverb;a2;a2;12;5.0;5.0;7.0;6.0;8.0;15.0;17.0;14.0;11.0;24.0;1.0;1.0
anywhere;pronoun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
apart;adverb;b1;b1;20;39.0;51.0;13.0;9.0;17.0;23.0;30.0;18.0;38.0;20.0;3.0;0.0
apartment;noun;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0
apologize;verb;b1;b1;0.0;1.0;5.0;0.0;2.0;1.0;3.0;3.0;0.0;3.0;2.0;0.0;0.0
apology;noun;-1;b2;1;2.0;6.0;0.0;1.0;1.0;1.0;4.0;0.0;0.0;11.0;3.0;8.0
app;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
apparatus;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
apparent;adjective;b2;b2;0.0;2.0;1.0;0.0;0.0;1.0;3.0;3.0;4.0;1.0;4.0;0.0;3.0
apparently;adverb;b2;b2;0.0;0.0;0.0;0.0;5.0;7.0;34.0;54.0;41.0;34.0;17.0;0.0;2.0
appeal;noun;b2;b2;3;2.0;5.0;0.0;1.0;8.0;0.0;0.0;2.0;1.0;1.0;0.0;2.0
appeal;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
appealing;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0
appear;verb;a2;a2;9;7.0;8.0;1.0;3.0;4.0;9.0;13.0;8.0;15.0;6.0;1.0;30.0
appearance;noun;a2;a2;0.0;3.0;3.0;2.0;1.0;2.0;14.0;14.0;13.0;19.0;10.0;0.0;30.0
appetite;noun;-1;c1;4;1.0;7.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0
applaud;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
apple;noun;a1;a1;9;18.0;23.0;1.0;0.0;1.0;2.0;5.0;1.0;4.0;42.0;3.0;0.0
applicable;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
applicant;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0
application;noun;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;12.0
apply;verb;a2;a2;0.0;1.0;2.0;0.0;3.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;3.0
appoint;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0
appointment;noun;b1;b1;3;1.0;1.0;0.0;1.0;2.0;0.0;3.0;10.0;0.0;7.0;0.0;1.0
appreciate;verb;b1;b1;0.0;1.0;0.0;0.0;1.0;1.0;2.0;3.0;7.0;5.0;11.0;0.0;0.0
appreciation;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0
approach;noun;b2;b2;9;16.0;12.0;0.0;0.0;1.0;2.0;3.0;5.0;12.0;6.0;0.0;7.0
approach;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
appropriate;adjective;b2;b2;2;2.0;2.0;0.0;0.0;0.0;1.0;3.0;3.0;1.0;15.0;0.0;0.0
appropriately;adverb;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0
approval;noun;b2;b2;7;4.0;2.0;0.0;0.0;0.0;2.0;9.0;2.0;3.0;0.0;0.0;0.0
approve;verb;b2;b2;2;5.0;0.0;1.0;0.0;1.0;0.0;3.0;3.0;1.0;1.0;0.0;5.0
approximately;adverb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
april;noun;a1;a1;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;1.0
arbitrary;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
architect;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
architectural;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
architecture;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
archive;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
area;noun;a1;a1;0.0;1.0;1.0;0.0;0.0;4.0;2.0;9.0;4.0;8.0;5.0;0.0;0.0
arena;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0
arguably;adverb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
argue;verb;a2;a2;5;3.0;4.0;4.0;2.0;3.0;1.0;5.0;9.0;7.0;5.0;1.0;0.0
argument;noun;a2;a2;3;2.0;7.0;1.0;2.0;3.0;5.0;7.0;9.0;9.0;8.0;0.0;5.0
arise;verb;b2;b2;1;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;7.0
arm;noun;a1;a1;141;95.0;180.0;19.0;43.0;49.0;56.0;66.0;59.0;70.0;105.0;12.0;4.0
arm;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
armed;adjective;b2;b2;17;20.0;27.0;2.0;0.0;5.0;4.0;6.0;1.0;2.0;1.0;0.0;0.0
arms;noun;b2;b2;152;128.0;156.0;23.0;17.0;21.0;50.0;62.0;46.0;76.0;95.0;17.0;0.0
army;noun;a2;a2;39;47.0;40.0;0.0;0.0;0.0;1.0;28.0;4.0;14.0;3.0;0.0;3.0
around;adverb;a1;a1;322;253.0;343.0;142.0;181.0;246.0;490.0;550.0;298.0;364.0;496.0;79.0;2.0
around;preposition;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
arrange;verb;a2;a2;5;4.0;4.0;0.0;0.0;1.0;2.0;1.0;5.0;0.0;3.0;0.0;1.0
arrangement;noun;a2;a2;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;8.0
array;noun;-1;c1;1;0.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0
arrest;noun;b1;b1;1;5.0;1.0;0.0;2.0;0.0;1.0;4.0;2.0;6.0;0.0;0.0;0.0
arrest;verb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
arrival;noun;b1;b1;5;6.0;2.0;1.0;2.0;1.0;8.0;11.0;8.0;9.0;3.0;0.0;30.0
arrive;verb;a1;a1;4;7.0;6.0;0.0;3.0;2.0;6.0;5.0;3.0;2.0;0.0;0.0;2.0
arrow;noun;-1;b2;27;28.0;92.0;1.0;1.0;0.0;0.0;6.0;0.0;0.0;6.0;0.0;0.0
art;noun;a1;a1;2;5.0;2.0;1.0;0.0;5.0;3.0;3.0;3.0;4.0;5.0;2.0;3.0
article;noun;a1;a1;0.0;0.0;0.0;0.0;0.0;1.0;25.0;8.0;2.0;5.0;0.0;0.0;3.0
articulate;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
artificial;adjective;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0
artist;noun;a1;a1;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
artistic;adjective;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
artwork;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
as;adverb;a2;a2;2583;2776.0;3512.0;525.0;610.0;668.0;1363.0;1800.0;1231.0;1442.0;2091.0;213.0;1180.0
as;conjunction;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
as;preposition;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ash;noun;-1;c1;8;13.0;20.0;0.0;3.0;2.0;1.0;4.0;2.0;0.0;30.0;7.0;0.0
ashamed;adjective;b2;b2;7;9.0;8.0;2.0;2.0;3.0;11.0;10.0;5.0;8.0;4.0;0.0;16.0
aside;adverb;-1;b2;60;63.0;88.0;4.0;14.0;24.0;20.0;28.0;15.0;36.0;35.0;4.0;4.0
ask;verb;a1;a1;80;83.0;103.0;33.0;35.0;36.0;71.0;75.0;63.0;48.0;67.0;1.0;32.0
asleep;adjective;a2;a2;14;24.0;34.0;21.0;7.0;16.0;14.0;25.0;16.0;11.0;16.0;0.0;0.0
aspect;noun;b2;b2;1;3.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;6.0
aspiration;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
aspire;verb;-1;c1;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
assassination;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0
assault;noun;-1;c1;5;7.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0
assault;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
assemble;verb;-1;c1;3;1.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
assembly;noun;-1;c1;2;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0
assert;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0
assertion;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0
assess;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
assessment;noun;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
asset;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
assign;verb;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
assignment;noun;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
assist;verb;b1;b1;5;0.0;1.0;0.0;0.0;1.0;1.0;1.0;4.0;3.0;0.0;0.0;7.0
assistance;noun;-1;b2;2;0.0;0.0;0.0;1.0;0.0;4.0;0.0;4.0;3.0;0.0;0.0;13.0
assistant;adjective;a2;a2;0.0;0.0;0.0;1.0;3.0;1.0;4.0;4.0;4.0;1.0;3.0;0.0;1.0
assistant;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
associate;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0
associated;adjective;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;0.0;2.0;0.0;0.0;0.0
association;noun;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0
assume;verb;b2;b2;1;2.0;1.0;0.0;0.0;5.0;2.0;2.0;9.0;4.0;14.0;0.0;3.0
assumption;noun;-1;b2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0
assurance;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;15.0
assure;verb;-1;b2;3;2.0;2.0;0.0;0.0;2.0;4.0;3.0;4.0;4.0;2.0;0.0;39.0
astonishing;adjective;-1;b2;2;2.0;1.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
asylum;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0
at;preposition;a1;a1;1690;1593.0;2229.0;625.0;706.0;827.0;1702.0;2185.0;1304.0;1406.0;1612.0;128.0;787.0
athlete;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
atmosphere;noun;b1;b1;0.0;0.0;0.0;0.0;1.0;3.0;6.0;4.0;6.0;2.0;5.0;0.0;0.0
atrocity;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
attach;verb;b1;b1;0.0;0.0;2.0;0.0;0.0;1.0;0.0;4.0;0.0;1.0;1.0;0.0;3.0
attachment;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;27.0
attack;noun;a2;a2;17;19.0;46.0;2.0;29.0;13.0;19.0;37.0;14.0;17.0;10.0;0.0;4.0
attack;verb;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
attain;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
attempt;noun;b2;b2;5;4.0;7.0;0.0;0.0;5.0;7.0;40.0;31.0;18.0;15.0;0.0;21.0
attempt;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
attend;verb;a2;a2;13;13.0;11.0;0.0;2.0;3.0;2.0;5.0;3.0;4.0;11.0;0.0;5.0
attendance;noun;-1;c1;2;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0
attention;exclamation;a2;a2;10;3.0;15.0;7.0;6.0;11.0;31.0;33.0;23.0;18.0;55.0;2.0;68.0
attention;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
attitude;noun;b1;b1;0.0;0.0;0.0;0.0;2.0;1.0;6.0;7.0;3.0;5.0;2.0;0.0;1.0
attorney;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0
attract;verb;b1;b1;3;1.0;0.0;2.0;1.0;0.0;5.0;3.0;0.0;2.0;2.0;0.0;0.0
attraction;noun;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;4.0;0.0;3.0
attractive;adjective;a2;a2;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;2.0;4.0;0.0;0.0
attribute;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;4.0
attribute;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
auction;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
audience;noun;a2;a2;7;11.0;12.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;33.0;0.0;2.0
audio;adjective;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
audit;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
august;noun;a1;a1;0.0;0.0;0.0;1.0;1.0;0.0;2.0;13.0;1.0;0.0;0.0;0.0;0.0
aunt;noun;a1;a1;3;0.0;61.0;65.0;32.0;98.0;43.0;81.0;14.0;29.0;1.0;0.0;84.0
authentic;adjective;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
author;noun;a2;a2;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;5.0;4.0;2.0;0.0
authority;noun;b1;b1;2;5.0;3.0;0.0;0.0;0.0;2.0;14.0;1.0;6.0;2.0;0.0;9.0
authorize;verb;-1;c1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
auto;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
automatic;adjective;-1;b2;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0
automatically;adverb;-1;b2;0.0;0.0;0.0;0.0;3.0;0.0;1.0;13.0;3.0;3.0;1.0;0.0;0.0
autonomy;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
autumn;noun;a1;a1;1;18.0;22.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;30.0;8.0;0.0
availability;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
available;adjective;a2;a2;1;0.0;2.0;0.0;2.0;0.0;1.0;3.0;1.0;1.0;4.0;0.0;0.0
average;adjective;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;1.0;5.0;0.0;0.0
average;noun;a2;a2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
average;verb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
avoid;verb;a2;a2;4;7.0;9.0;1.0;6.0;7.0;15.0;13.0;11.0;27.0;21.0;1.0;18.0
await;verb;-1;c1;5;2.0;7.0;2.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0
award;noun;a2;a2;0.0;0.0;0.0;4.0;10.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0
award;verb;b1;b1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
aware;adjective;b1;b1;7;7.0;10.0;0.0;4.0;5.0;16.0;26.0;16.0;13.0;23.0;0.0;14.0
awareness;noun;-1;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;3.0;0.0;0.0
away;adverb;a1;a1;369;324.0;413.0;70.0;93.0;135.0;179.0;255.0;155.0;243.0;395.0;41.0;117.0
awful;adjective;a2;a2;2;8.0;5.0;1.0;5.0;2.0;3.0;11.0;5.0;15.0;9.0;4.0;2.0
awkward;adjective;-1;b2;11;1.0;7.0;1.0;2.0;2.0;4.0;8.0;3.0;6.0;12.0;1.0;10.0
baby;noun;a1;a1;39;14.0;34.0;10.0;2.0;3.0;6.0;22.0;9.0;11.0;5.0;1.0;0.0
back;adjective;a2;a2;691;671.0;988.0;261.0;288.0;353.0;595.0;792.0;419.0;543.0;789.0;152.0;41.0
back;adverb;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
back;noun;a1;a1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
back;verb;b2;b2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
backdrop;noun;-1;c1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0
background;noun;a2;a2;0.0;0.0;0.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0
backing;noun;-1;c1;3;1.0;2.0;0.0;4.0;1.0;4.0;3.0;2.0;5.0;2.0;0.0;0.0
