Palabra;Book 1;Book 2;Book 3;Book 4;Book 5;Suma Total
gezichtsverlies;1.0;0.0;0.0;0.0;0.0;1.0
diagrammen;;;1.0;0.0;0.0;1.0
ordelijk;;;1.0;0.0;0.0;1.0
chaotisch;;;1.0;0.0;0.0;1.0
stoelleuning;;;1.0;0.0;0.0;1.0
cologneluchtje;;;1.0;0.0;0.0;1.0
geurtjes;;;1.0;0.0;0.0;1.0
beleving;;;1.0;0.0;0.0;1.0
onbedekt;;;1.0;0.0;0.0;1.0
wegrennen;;;1.0;0.0;0.0;1.0
vloekte;;;1.0;0.0;0.0;1.0
barre;;;1.0;0.0;0.0;1.0
verbleven;;;1.0;0.0;0.0;1.0
opofferingen;;;1.0;0.0;0.0;1.0
tripje;;;1.0;0.0;0.0;1.0
opengegooid;;;1.0;0.0;0.0;1.0
henk;1.0;0.0;0.0;0.0;0.0;1.0
radioactief;;;1.0;0.0;0.0;1.0
proefkonijn;;;1.0;0.0;0.0;1.0
buitenlanders;1.0;0.0;0.0;0.0;0.0;1.0
voorlegde;;;1.0;0.0;0.0;1.0
botergeil;1.0;0.0;0.0;0.0;0.0;1.0
buisje;1.0;0.0;0.0;0.0;0.0;1.0
hoertje;;;1.0;0.0;0.0;1.0
escort;;;1.0;0.0;0.0;1.0
gepikt;;;1.0;0.0;0.0;1.0
vrijmaken;;;1.0;0.0;0.0;1.0
relationele;;;1.0;0.0;0.0;1.0
onnozel;;;1.0;0.0;0.0;1.0
gezeur;;;1.0;0.0;0.0;1.0
alledaagse;;;1.0;0.0;0.0;1.0
meyer;;;1.0;0.0;0.0;1.0
omschreven;;;1.0;0.0;0.0;1.0
ontnuchterd;1.0;0.0;0.0;0.0;0.0;1.0
burgerlijk;;;1.0;0.0;0.0;1.0
futuristische;;;1.0;0.0;0.0;1.0
gadgets;;;1.0;0.0;0.0;1.0
protonkaart;;;1.0;0.0;0.0;1.0
afstandsbediening;;;1.0;0.0;0.0;1.0
believen;;;1.0;0.0;0.0;1.0
hoeren;1.0;0.0;0.0;0.0;0.0;1.0
extremisten;;;1.0;0.0;0.0;1.0
gekeurd;;;1.0;0.0;0.0;1.0
verdraaid;;;1.0;0.0;0.0;1.0
voordien;;;1.0;0.0;0.0;1.0
vervloekte;;;1.0;0.0;0.0;1.0
atoombom;;;1.0;0.0;0.0;1.0
voorspellen;;;1.0;0.0;0.0;1.0
tweeduizendentwaalf;;;1.0;0.0;0.0;1.0
totale;;;1.0;0.0;0.0;1.0
kofferruimte;;;1.0;0.0;0.0;1.0
bevrediging;1.0;0.0;0.0;0.0;0.0;1.0
overtrokken;;;1.0;0.0;0.0;1.0
opklopte;;;1.0;0.0;0.0;1.0
proporties;;;1.0;0.0;0.0;1.0
qua;;;1.0;0.0;0.0;1.0
constructie;;;1.0;0.0;0.0;1.0
zitplaatsen;;;1.0;0.0;0.0;1.0
instak;;;1.0;0.0;0.0;1.0
aanstoot;;;1.0;0.0;0.0;1.0
terechtkom;;;1.0;0.0;0.0;1.0
uitwerkte;;;1.0;0.0;0.0;1.0
homo;1.0;0.0;0.0;0.0;0.0;1.0
aandringt;;;1.0;0.0;0.0;1.0
korfballers;1.0;0.0;0.0;0.0;0.0;1.0
gesofisticeerde;;;1.0;0.0;0.0;1.0
minnares;;;1.0;0.0;0.0;1.0
gaapte;;;1.0;0.0;0.0;1.0
verankerd;;;1.0;0.0;0.0;1.0
aanvoelende;;;1.0;0.0;0.0;1.0
hockeyers;1.0;0.0;0.0;0.0;0.0;1.0
gekreun;;;1.0;0.0;0.0;1.0
achtentachtig;;;1.0;0.0;0.0;1.0
puffend;;;1.0;0.0;0.0;1.0
metertjes;;;1.0;0.0;0.0;1.0
gefascineerd;;;1.0;0.0;0.0;1.0
inzitten;;;1.0;0.0;0.0;1.0
ingeschoten;;;1.0;0.0;0.0;1.0
ingestopt;;;1.0;0.0;0.0;1.0
finale;;;1.0;0.0;0.0;1.0
spetterende;;;1.0;0.0;0.0;1.0
afwerking;;;1.0;0.0;0.0;1.0
doorwerken;;;1.0;0.0;0.0;1.0
knutselde;;;1.0;0.0;0.0;1.0
voorbijgingen;;;1.0;0.0;0.0;1.0
medeweten;;;1.0;0.0;0.0;1.0
fulltime;;;1.0;0.0;0.0;1.0
weinigen;;;1.0;0.0;0.0;1.0
toeging;;;1.0;0.0;0.0;1.0
balletdansers;1.0;0.0;0.0;0.0;0.0;1.0
tweeëntwintigste;;;1.0;0.0;0.0;1.0
aanschouwd;;;1.0;0.0;0.0;1.0
triviaal;;;1.0;0.0;0.0;1.0
menens;;;1.0;0.0;0.0;1.0
boswachters;1.0;0.0;0.0;0.0;0.0;1.0
excessief;;;1.0;0.0;0.0;1.0
overgewicht;;;1.0;0.0;0.0;1.0
overkom;;;1.0;0.0;0.0;1.0
fasen;;;1.0;0.0;0.0;1.0
lantaarnpalen;;;1.0;0.0;0.0;1.0
onherstelbaar;;;1.0;0.0;0.0;1.0
verbazen;;;1.0;0.0;0.0;1.0
rondhangen;;;1.0;0.0;0.0;1.0
hagelen;;;1.0;0.0;0.0;1.0
beginnersfoutjes;;;1.0;0.0;0.0;1.0
oefenruimte;;;1.0;0.0;0.0;1.0
gevechtstechnieken;;;1.0;0.0;0.0;1.0
onderwees;;;1.0;0.0;0.0;1.0
klappertandde;;;1.0;0.0;0.0;1.0
verbruikt;;;1.0;0.0;0.0;1.0
geoefend;;;1.0;0.0;0.0;1.0
stokken;;;1.0;0.0;0.0;1.0
schooltijd;;;1.0;0.0;0.0;1.0
huiswerk;;;1.0;0.0;0.0;1.0
verwurmen;;;1.0;0.0;0.0;1.0
dramatische;;;1.0;0.0;0.0;1.0
zangeres;;;1.0;0.0;0.0;1.0
actrice;;;1.0;0.0;0.0;1.0
mededeelzaamheid;1.0;0.0;0.0;0.0;0.0;1.0
beren;;;1.0;0.0;0.0;1.0
veelbetekenende;;;1.0;0.0;0.0;1.0
smelten;;;1.0;0.0;0.0;1.0
uitnam;;;1.0;0.0;0.0;1.0
tekening;;;1.0;0.0;0.0;1.0
toesloeg;;;1.0;0.0;0.0;1.0
opwindt;;;1.0;0.0;0.0;1.0
diedies;;;1.0;0.0;0.0;1.0
onvervormd;;;1.0;0.0;0.0;1.0
geruststellen;;;1.0;0.0;0.0;1.0
verfijn;;;1.0;0.0;0.0;1.0
realistischer;;;1.0;0.0;0.0;1.0
tekenfilm;;;1.0;0.0;0.0;1.0
aanbrengen;;;1.0;0.0;0.0;1.0
glazenzetter;1.0;0.0;0.0;0.0;0.0;1.0
irriterend;;;1.0;0.0;0.0;1.0
realistisch;;;1.0;0.0;0.0;1.0
realistische;;;1.0;0.0;0.0;1.0
suste;;;1.0;0.0;0.0;1.0
beschermschild;;;1.0;0.0;0.0;1.0
poppenhuis;;;1.0;0.0;0.0;1.0
shoppen;;;1.0;0.0;0.0;1.0
stoep;;;1.0;0.0;0.0;1.0
schoolpleinkreet;;;1.0;0.0;0.0;1.0
roddelde;;;1.0;0.0;0.0;1.0
schoolprogramma;;;1.0;0.0;0.0;1.0
tekenles;;;1.0;0.0;0.0;1.0
wiskunde;;;1.0;0.0;0.0;1.0
truitje;;;1.0;0.0;0.0;1.0
geperst;;;1.0;0.0;0.0;1.0
vruchtensap;;;1.0;0.0;0.0;1.0
strooide;;;1.0;0.0;0.0;1.0
peper;;;1.0;0.0;0.0;1.0
omelet;;;1.0;0.0;0.0;1.0
toaster;;;1.0;0.0;0.0;1.0
ertegenop;;;1.0;0.0;0.0;1.0
ellendelingen;1.0;0.0;0.0;0.0;0.0;1.0
domineerde;;;1.0;0.0;0.0;1.0
misbruikten;;;1.0;0.0;0.0;1.0
dagje;;;1.0;0.0;0.0;1.0
ruimde;;;1.0;0.0;0.0;1.0
verorberd;;;1.0;0.0;0.0;1.0
komedie;;;1.0;0.0;0.0;1.0
mensensoort;;;1.0;0.0;0.0;1.0
fruitsoort;;;1.0;0.0;0.0;1.0
olieverf;;;1.0;0.0;0.0;1.0
legio;1.0;0.0;0.0;0.0;0.0;1.0
klikte;;;1.0;0.0;0.0;1.0
warmer;;;1.0;0.0;0.0;1.0
werknemer;;;1.0;0.0;0.0;1.0
aankan;;;1.0;0.0;0.0;1.0
kunstenares;;;1.0;0.0;0.0;1.0
atelier;;;1.0;0.0;0.0;1.0
waterig;;;1.0;0.0;0.0;1.0
mindere;;;1.0;0.0;0.0;1.0
doorsneegezin;;;1.0;0.0;0.0;1.0
gezinnen;;;1.0;0.0;0.0;1.0
nachtkast;;;1.0;0.0;0.0;1.0
verwarmen;;;1.0;0.0;0.0;1.0
leesbare;1.0;0.0;0.0;0.0;0.0;1.0
schatje;;;1.0;0.0;0.0;1.0
peer;;;1.0;0.0;0.0;1.0
verdubbeling;1.0;0.0;0.0;0.0;0.0;1.0
kastdeuren;;;1.0;0.0;0.0;1.0
uitgestapt;;;1.0;0.0;0.0;1.0
onverklaarbare;;;1.0;0.0;0.0;1.0
ontoereikend;;;1.0;0.0;0.0;1.0
aansloot;;;1.0;0.0;0.0;1.0
tijdsysteem;;;1.0;0.0;0.0;1.0
beton;;;1.0;0.0;0.0;1.0
leidden;;;1.0;0.0;0.0;1.0
overwegen;;;1.0;0.0;0.0;1.0
geschiedenisboeken;;;1.0;0.0;0.0;1.0
rek;;;1.0;0.0;0.0;1.0
discrepantie;;;1.0;0.0;0.0;1.0
ellebogen;;;1.0;0.0;0.0;1.0
bovennatuurlijke;;;1.0;0.0;0.0;1.0
snedige;1.0;0.0;0.0;0.0;0.0;1.0
bloot;;;1.0;0.0;0.0;1.0
stokte;;;1.0;0.0;0.0;1.0
nekharen;;;1.0;0.0;0.0;1.0
ertoe;;;1.0;0.0;0.0;1.0
ontglippen;;;1.0;0.0;0.0;1.0
ontlokken;1.0;0.0;0.0;0.0;0.0;1.0
onvoorstelbaar;;;1.0;0.0;0.0;1.0
gruwelijker;;;1.0;0.0;0.0;1.0
gehuisvest;;;1.0;0.0;0.0;1.0
parkeerterrein;;;1.0;0.0;0.0;1.0
onderdeurtje;;;1.0;0.0;0.0;1.0
slijmerd;;;1.0;0.0;0.0;1.0
assistentschap;;;1.0;0.0;0.0;1.0
alarmerend;;;1.0;0.0;0.0;1.0
atoombomaanvallen;;;1.0;0.0;0.0;1.0
uitdokteren;;;1.0;0.0;0.0;1.0
houdend;;;1.0;0.0;0.0;1.0
ergert;1.0;0.0;0.0;0.0;0.0;1.0
dimensies;;;1.0;0.0;0.0;1.0
wandeltochtje;;;1.0;0.0;0.0;1.0
getikte;;;1.0;0.0;0.0;1.0
krankzinnigeninstituut;;;1.0;0.0;0.0;1.0
grillen;;;1.0;0.0;0.0;1.0
theorieën;;;1.0;0.0;0.0;1.0
verklaringen;;;1.0;0.0;0.0;1.0
thesis;;;1.0;0.0;0.0;1.0
klasseer;;;1.0;0.0;0.0;1.0
ernaar;;;1.0;0.0;0.0;1.0
hoogstwaarschijnlijke;;;1.0;0.0;0.0;1.0
begaafd;;;1.0;0.0;0.0;1.0
hoofdstukken;;;1.0;0.0;0.0;1.0
momenteel;;;1.0;0.0;0.0;1.0
uurloon;1.0;0.0;0.0;0.0;0.0;1.0
drieëntwintig;;;1.0;0.0;0.0;1.0
muisstille;;;1.0;0.0;0.0;1.0
maxim;;;1.0;0.0;0.0;1.0
aansporen;;;1.0;0.0;0.0;1.0
inwonende;;;1.0;0.0;0.0;1.0
tussenbeide;;;1.0;0.0;0.0;1.0
oppervlak;;;1.0;0.0;0.0;1.0
krassen;;;1.0;0.0;0.0;1.0
verroeste;;;1.0;0.0;0.0;1.0
houtsoort;;;1.0;0.0;0.0;1.0
stevigheid;;;1.0;0.0;0.0;1.0
strijkt;;;1.0;0.0;0.0;1.0
kreetje;;;1.0;0.0;0.0;1.0
vervat;;;1.0;0.0;0.0;1.0
tijdlijn;;;1.0;0.0;0.0;1.0
wonderen;1.0;0.0;0.0;0.0;0.0;1.0
samengevat;;;1.0;0.0;0.0;1.0
ondertiteling;;;1.0;0.0;0.0;1.0
arsenaal;1.0;0.0;0.0;0.0;0.0;1.0
publicatiedatum;;;1.0;0.0;0.0;1.0
hartkloppingen;;;1.0;0.0;0.0;1.0
toefluisterde;;;1.0;0.0;0.0;1.0
verkouden;1.0;0.0;0.0;0.0;0.0;1.0
aanbeland;;;1.0;0.0;0.0;1.0
maatschappijen;;;1.0;0.0;0.0;1.0
allesvernietigende;;;1.0;0.0;0.0;1.0
culturen;;;1.0;0.0;0.0;1.0
uitmaakt;;;1.0;0.0;0.0;1.0
evolutie;;;1.0;0.0;0.0;1.0
ontsprongen;;;1.0;0.0;0.0;1.0
instapt;1.0;0.0;0.0;0.0;0.0;1.0
tijdversie;;;1.0;0.0;0.0;1.0
waarschijnlijke;;;1.0;0.0;0.0;1.0
memoires;;;1.0;0.0;0.0;1.0
verroerde;;;1.0;0.0;0.0;1.0
penetrante;;;1.0;0.0;0.0;1.0
uitgeslapen;1.0;0.0;0.0;0.0;0.0;1.0
onaardig;;;1.0;0.0;0.0;1.0
gevel;;;1.0;0.0;0.0;1.0
vuilgrijs;;;1.0;0.0;0.0;1.0
likje;;;1.0;0.0;0.0;1.0
dealtje;1.0;0.0;0.0;0.0;0.0;1.0
meegaan;;;1.0;0.0;0.0;1.0
nieuwbouwhuizen;;;1.0;0.0;0.0;1.0
feliciteerde;;;1.0;0.0;0.0;1.0
huissleutel;;;1.0;0.0;0.0;1.0
luidruchtig;1.0;0.0;0.0;0.0;0.0;1.0
schoonhield;;;1.0;0.0;0.0;1.0
dennenlucht;;;1.0;0.0;0.0;1.0
schoonmaakmiddelen;;;1.0;0.0;0.0;1.0
hars;;;1.0;0.0;0.0;1.0
originele;;;1.0;0.0;0.0;1.0
dampatroon;;;1.0;0.0;0.0;1.0
klikten;;;1.0;0.0;0.0;1.0
janssenslaan;;;1.0;0.0;0.0;1.0
identiteiten;;;1.0;0.0;0.0;1.0
glunderend;;;1.0;0.0;0.0;1.0
achteromkijkend;;;1.0;0.0;0.0;1.0
terloopse;1.0;0.0;0.0;0.0;0.0;1.0
vlaagjes;;;1.0;0.0;0.0;1.0
prikkelende;;;1.0;0.0;0.0;1.0
etensrestjes;;;1.0;0.0;0.0;1.0
geurloos;;;1.0;0.0;0.0;1.0
voortgetrokken;;;1.0;0.0;0.0;1.0
witgrijze;;;1.0;0.0;0.0;1.0
terriër;;;1.0;0.0;0.0;1.0
voorbijliepen;;;1.0;0.0;0.0;1.0
ontblootte;;;1.0;0.0;0.0;1.0
kefte;;;1.0;0.0;0.0;1.0
excuseer;;;1.0;0.0;0.0;1.0
krassende;;;1.0;0.0;0.0;1.0
negerin;1.0;0.0;0.0;0.0;0.0;1.0
blaffen;;;1.0;0.0;0.0;1.0
timbre;;;1.0;0.0;0.0;1.0
haastte;;;1.0;0.0;0.0;1.0
kastanjebruin;;;1.0;0.0;0.0;1.0
plukjes;;;1.0;0.0;0.0;1.0
oorlang;;;1.0;0.0;0.0;1.0
crème;;;1.0;0.0;0.0;1.0
eerstkomende;;;1.0;0.0;0.0;1.0
bovenverdieping;;;1.0;0.0;0.0;1.0
inspecteren;;;1.0;0.0;0.0;1.0
balustrade;;;1.0;0.0;0.0;1.0
gebloeide;;;1.0;0.0;0.0;1.0
ontdooid;1.0;0.0;0.0;0.0;0.0;1.0
omhelzing;;;1.0;0.0;0.0;1.0
kontkneep;;;1.0;0.0;0.0;1.0
opgepikt;;;1.0;0.0;0.0;1.0
adembenemender;;;1.0;0.0;0.0;1.0
felrode;;;1.0;0.0;0.0;1.0
omlijsten;;;1.0;0.0;0.0;1.0
hartvormig;;;1.0;0.0;0.0;1.0
pientere;;;1.0;0.0;0.0;1.0
opwippend;;;1.0;0.0;0.0;1.0
neusje;;;1.0;0.0;0.0;1.0
bovenlijf;;;1.0;0.0;0.0;1.0
sinaasappelgeur;;;1.0;0.0;0.0;1.0
diepzoete;;;1.0;0.0;0.0;1.0
asiel;;;1.0;0.0;0.0;1.0
sinaasappel;;;1.0;0.0;0.0;1.0
negenenveertig;;;1.0;0.0;0.0;1.0
rimpeltjes;;;1.0;0.0;0.0;1.0
oversteken;1.0;0.0;0.0;0.0;0.0;1.0
kruimeltje;;;1.0;0.0;0.0;1.0
stofje;;;1.0;0.0;0.0;1.0
citroenen;;;1.0;0.0;0.0;1.0
pelde;;;1.0;0.0;0.0;1.0
groef;;;1.0;0.0;0.0;1.0
puppietje;;;1.0;0.0;0.0;1.0
droop;;;1.0;0.0;0.0;1.0
oplikte;;;1.0;0.0;0.0;1.0
doorgeslikt;;;1.0;0.0;0.0;1.0
kauwde;;;1.0;0.0;0.0;1.0
nostalgisch;;;1.0;0.0;0.0;1.0
geneeskunde;;;1.0;0.0;0.0;1.0
slappe;;;1.0;0.0;0.0;1.0
ademhaalde;;;1.0;0.0;0.0;1.0
verbrandingsoven;;;1.0;0.0;0.0;1.0
toedienen;;;1.0;0.0;0.0;1.0
perfectie;;;1.0;0.0;0.0;1.0
fontein;1.0;0.0;0.0;0.0;0.0;1.0
botanist;;;1.0;0.0;0.0;1.0
smeedijzeren;;;1.0;0.0;0.0;1.0
afgebladderd;;;1.0;0.0;0.0;1.0
voorbijganger;;;1.0;0.0;0.0;1.0
beroerden;;;1.0;0.0;0.0;1.0
vogelgezang;;;1.0;0.0;0.0;1.0
overliep;;;1.0;0.0;0.0;1.0
geheugencellen;;;1.0;0.0;0.0;1.0
duistere;;;1.0;0.0;0.0;1.0
scholen;;;1.0;0.0;0.0;1.0
onbewust;;;1.0;0.0;0.0;1.0
essentiële;;;1.0;0.0;0.0;1.0
bondageseks;;;1.0;0.0;0.0;1.0
overrijpe;;;1.0;0.0;0.0;1.0
sinaasappelen;;;1.0;0.0;0.0;1.0
stilzitten;;;1.0;0.0;0.0;1.0
klaproos;;;1.0;0.0;0.0;1.0
spuugt;1.0;0.0;0.0;0.0;0.0;1.0
jos;1.0;0.0;0.0;0.0;0.0;1.0
levenservaringen;;;1.0;0.0;0.0;1.0
onontkoombare;;;1.0;0.0;0.0;1.0
natuurwetten;;;1.0;0.0;0.0;1.0
tijdgeest;;;1.0;0.0;0.0;1.0
snuiven;;;1.0;0.0;0.0;1.0
teruggevoerd;;;1.0;0.0;0.0;1.0
gerealiseerd;;;1.0;0.0;0.0;1.0
rondzwerven;;;1.0;0.0;0.0;1.0
daarbovenop;;;1.0;0.0;0.0;1.0
overweg;;;1.0;0.0;0.0;1.0
geheten;;;1.0;0.0;0.0;1.0
levensbesef;;;1.0;0.0;0.0;1.0
vervlogen;;;1.0;0.0;0.0;1.0
tijdszone;;;1.0;0.0;0.0;1.0
verschilde;;;1.0;0.0;0.0;1.0
vuiler;;;1.0;0.0;0.0;1.0
rommeliger;;;1.0;0.0;0.0;1.0
rusteloze;;;1.0;0.0;0.0;1.0
tuinieren;;;1.0;0.0;0.0;1.0
injectie;;;1.0;0.0;0.0;1.0
fanatisme;;;1.0;0.0;0.0;1.0
zelfzekere;;;1.0;0.0;0.0;1.0
noodlottige;;;1.0;0.0;0.0;1.0
frisse;;;1.0;0.0;0.0;1.0
overstak;;;1.0;0.0;0.0;1.0
terugschrok;;;1.0;0.0;0.0;1.0
voorbijrazende;;;1.0;0.0;0.0;1.0
gemis;;;1.0;0.0;0.0;1.0
wilhelminafontein;1.0;0.0;0.0;0.0;0.0;1.0
berusten;;;1.0;0.0;0.0;1.0
dinertjes;;;1.0;0.0;0.0;1.0
retorische;1.0;0.0;0.0;0.0;0.0;1.0
mislukking;;;1.0;0.0;0.0;1.0
fikse;;;1.0;0.0;0.0;1.0
ontslagvergoeding;;;1.0;0.0;0.0;1.0
getergd;;;1.0;0.0;0.0;1.0
wegkwijnen;;;1.0;0.0;0.0;1.0
geestloze;;;1.0;0.0;0.0;1.0
briesje;;;1.0;0.0;0.0;1.0
herinnerd;;;1.0;0.0;0.0;1.0
boeiend;;;1.0;0.0;0.0;1.0
kotsen;1.0;0.0;0.0;0.0;0.0;1.0
uitgerukt;;;1.0;0.0;0.0;1.0
vijgenbomen;;;1.0;0.0;0.0;1.0
snoeide;;;1.0;0.0;0.0;1.0
symmetrie;;;1.0;0.0;0.0;1.0
onregelmatigheden;;;1.0;0.0;0.0;1.0
geestesrust;;;1.0;0.0;0.0;1.0
verstoorden;;;1.0;0.0;0.0;1.0
genen;;;1.0;0.0;0.0;1.0
uitgegroeid;;;1.0;0.0;0.0;1.0
augurken;;;1.0;0.0;0.0;1.0
walt;;;1.0;0.0;0.0;1.0
studio;;;1.0;0.0;0.0;1.0
kopjes;;;1.0;0.0;0.0;1.0
tekenfilms;;;1.0;0.0;0.0;1.0
voortvloeisel;;;1.0;0.0;0.0;1.0
kinderjaren;;;1.0;0.0;0.0;1.0
volslanke;;;1.0;0.0;0.0;1.0
peervormige;;;1.0;0.0;0.0;1.0
belichaamden;;;1.0;0.0;0.0;1.0
vernieuwden;;;1.0;0.0;0.0;1.0
verplaatst;;;1.0;0.0;0.0;1.0
pauzeerde;;;1.0;0.0;0.0;1.0
onverdeelde;;;1.0;0.0;0.0;1.0
popelde;;;1.0;0.0;0.0;1.0
leeggegeten;;;1.0;0.0;0.0;1.0
tijdreizigers;;;1.0;0.0;0.0;1.0
overledenen;;;1.0;0.0;0.0;1.0
geil;1.0;0.0;0.0;0.0;0.0;1.0
paranormale;;;1.0;0.0;0.0;1.0
tijdreizende;;;1.0;0.0;0.0;1.0
weghalen;;;1.0;0.0;0.0;1.0
snol;1.0;0.0;0.0;0.0;0.0;1.0
beaamden;;;1.0;0.0;0.0;1.0
verleidelijk;;;1.0;0.0;0.0;1.0
innig;;;1.0;0.0;0.0;1.0
chesterfield;;;1.0;0.0;0.0;1.0
forensische;;;1.0;0.0;0.0;1.0
soezerige;;;1.0;0.0;0.0;1.0
weggenomen;;;1.0;0.0;0.0;1.0
plukje;;;1.0;0.0;0.0;1.0
riskanter;;;1.0;0.0;0.0;1.0
saladedressing;;;1.0;0.0;0.0;1.0
tipsy;;;1.0;0.0;0.0;1.0
doorklinken;;;1.0;0.0;0.0;1.0
veronderstellen;;;1.0;0.0;0.0;1.0
bevinden;;;1.0;0.0;0.0;1.0
oewee;;;1.0;0.0;0.0;1.0
riskant;;;1.0;0.0;0.0;1.0
aantrekkelijker;;;1.0;0.0;0.0;1.0
voorspeld;1.0;0.0;0.0;0.0;0.0;1.0
zachtroze;;;1.0;0.0;0.0;1.0
kroonluchter;;;1.0;0.0;0.0;1.0
projecteerde;;;1.0;0.0;0.0;1.0
droomslaap;;;1.0;0.0;0.0;1.0
uitstaat;;;1.0;0.0;0.0;1.0
koppelt;;;1.0;0.0;0.0;1.0
zendt;;;1.0;0.0;0.0;1.0
uitgewerkt;;;1.0;0.0;0.0;1.0
bevattingsvermogen;;;1.0;0.0;0.0;1.0
vu;;;1.0;0.0;0.0;1.0
bollebozen;;;1.0;0.0;0.0;1.0
egale;;;1.0;0.0;0.0;1.0
perfectionisme;;;1.0;0.0;0.0;1.0
inkomsten;1.0;0.0;0.0;0.0;0.0;1.0
neerwaartse;;;1.0;0.0;0.0;1.0
spiraal;;;1.0;0.0;0.0;1.0
gegrist;;;1.0;0.0;0.0;1.0
windt;1.0;0.0;0.0;0.0;0.0;1.0
eeuwigheid;;;1.0;0.0;0.0;1.0
vermeulen;;;1.0;0.0;0.0;1.0
soesde;;;1.0;0.0;0.0;1.0
openging;;;1.0;0.0;0.0;1.0
klaarwakker;;;1.0;0.0;0.0;1.0
kwijl;;;1.0;0.0;0.0;1.0
mondhoek;;;1.0;0.0;0.0;1.0
zoenden;;;1.0;0.0;0.0;1.0
wa;;;1.0;0.0;0.0;1.0
parmantig;;;1.0;0.0;0.0;1.0
krikken;1.0;0.0;0.0;0.0;0.0;1.0
aangepast;;;1.0;0.0;0.0;1.0
drinker;;;1.0;0.0;0.0;1.0
versmolten;;;1.0;0.0;0.0;1.0
substantieel;;;1.0;0.0;0.0;1.0
communiceren;;;1.0;0.0;0.0;1.0
tijdsconflicten;;;1.0;0.0;0.0;1.0
plaatsvinden;;;1.0;0.0;0.0;1.0
noodgedwongen;;;1.0;0.0;0.0;1.0
foutmarge;;;1.0;0.0;0.0;1.0
genieën;;;1.0;0.0;0.0;1.0
tijdreiziger;;;1.0;0.0;0.0;1.0
cognacs;;;1.0;0.0;0.0;1.0
renaissancemensen;;;1.0;0.0;0.0;1.0
grootdenkers;;;1.0;0.0;0.0;1.0
vinci;;;1.0;0.0;0.0;1.0
intelligenties;;;1.0;0.0;0.0;1.0
fantasiewerelden;;;1.0;0.0;0.0;1.0
denkwijzen;;;1.0;0.0;0.0;1.0
ingeschonken;;;1.0;0.0;0.0;1.0
tomaat;;;1.0;0.0;0.0;1.0
déja;;;1.0;0.0;0.0;1.0
seksualiteit;;;1.0;0.0;0.0;1.0
lunchroom;;;1.0;0.0;0.0;1.0
zootje;;;1.0;0.0;0.0;1.0
kastanjebruine;;;1.0;0.0;0.0;1.0
verdonkerden;;;1.0;0.0;0.0;1.0
kunstacademie;;;1.0;0.0;0.0;1.0
koppig;;;1.0;0.0;0.0;1.0
aandachtiger;;;1.0;0.0;0.0;1.0
tuitte;;;1.0;0.0;0.0;1.0
kapper;;;1.0;0.0;0.0;1.0
lingerie;1.0;0.0;0.0;0.0;0.0;1.0
speelse;;;1.0;0.0;0.0;1.0
opgewekter;;;1.0;0.0;0.0;1.0
heupwiegde;;;1.0;0.0;0.0;1.0
restaurantje;;;1.0;0.0;0.0;1.0
afweek;;;1.0;0.0;0.0;1.0
kwebbelde;;;1.0;0.0;0.0;1.0
ontgingen;;;1.0;0.0;0.0;1.0
smelt;1.0;0.0;0.0;0.0;0.0;1.0
exposeren;;;1.0;0.0;0.0;1.0
toedraaide;;;1.0;0.0;0.0;1.0
wipten;;;1.0;0.0;0.0;1.0
wurgen;;;1.0;0.0;0.0;1.0
uitbundige;;;1.0;0.0;0.0;1.0
gekke;;;1.0;0.0;0.0;1.0
neerplofte;;;1.0;0.0;0.0;1.0
koloniaal;;;1.0;0.0;0.0;1.0
likken;1.0;0.0;0.0;0.0;0.0;1.0
olifantenmotieven;;;1.0;0.0;0.0;1.0
afrikaanse;;;1.0;0.0;0.0;1.0
demonstreren;;;1.0;0.0;0.0;1.0
binnenkomende;;;1.0;0.0;0.0;1.0
galerie;;;1.0;0.0;0.0;1.0
ijsco;1.0;0.0;0.0;0.0;0.0;1.0
ophing;;;1.0;0.0;0.0;1.0
sweetlove;;;1.0;0.0;0.0;1.0
verzachtte;;;1.0;0.0;0.0;1.0
restaurants;;;1.0;0.0;0.0;1.0
glanzend;;;1.0;0.0;0.0;1.0
huys;;;1.0;0.0;0.0;1.0
stampvol;;;1.0;0.0;0.0;1.0
opkeken;;;1.0;0.0;0.0;1.0
geanimeerde;;;1.0;0.0;0.0;1.0
dominicaanse;1.0;0.0;0.0;0.0;0.0;1.0
och;;;1.0;0.0;0.0;1.0
siberië;1.0;0.0;0.0;0.0;0.0;1.0
voorgelogen;;;1.0;0.0;0.0;1.0
intrigeerde;;;1.0;0.0;0.0;1.0
hakkelde;;;1.0;0.0;0.0;1.0
prikte;;;1.0;0.0;0.0;1.0
oogluikend;;;1.0;0.0;0.0;1.0
redde;;;1.0;0.0;0.0;1.0
onbedwingbare;;;1.0;0.0;0.0;1.0
knorrende;;;1.0;0.0;0.0;1.0
bruist;;;1.0;0.0;0.0;1.0
saaie;;;1.0;0.0;0.0;1.0
droogkloot;;;1.0;0.0;0.0;1.0
doorspoelde;;;1.0;0.0;0.0;1.0
twinkelende;;;1.0;0.0;0.0;1.0
geklingel;;;1.0;0.0;0.0;1.0
uitstel;;;1.0;0.0;0.0;1.0
origineel;;;1.0;0.0;0.0;1.0
hapte;;;1.0;0.0;0.0;1.0
tijdperk;;;1.0;0.0;0.0;1.0
