Palabra;Book 1;Book 2;Book 3;Book 4;Book 5;Suma Total
maatpakken;;;1.0;0.0;0.0;1.0
tailleurs;;;1.0;0.0;0.0;1.0
noordpool;1.0;0.0;0.0;0.0;0.0;1.0
adembenemende;;;1.0;0.0;0.0;1.0
charme;;;1.0;0.0;0.0;1.0
art;;;1.0;0.0;0.0;1.0
deco;;;1.0;0.0;0.0;1.0
geforensd;;;1.0;0.0;0.0;1.0
bestelling;;;1.0;0.0;0.0;1.0
dito;;;1.0;0.0;0.0;1.0
menukaart;;;1.0;0.0;0.0;1.0
spaghetti;;;1.0;0.0;0.0;1.0
zalm;;;1.0;0.0;0.0;1.0
tonijnsalade;;;1.0;0.0;0.0;1.0
verstandigst;;;1.0;0.0;0.0;1.0
aanwakkeren;;;1.0;0.0;0.0;1.0
porsche;;;1.0;0.0;0.0;1.0
peinzende;;;1.0;0.0;0.0;1.0
honderdveertig;;;1.0;0.0;0.0;1.0
mannenstemmen;1.0;0.0;0.0;0.0;0.0;1.0
verbrandde;;;1.0;0.0;0.0;1.0
rolletjes;;;1.0;0.0;0.0;1.0
krantenjongen;;;1.0;0.0;0.0;1.0
voorpaginanieuws;;;1.0;0.0;0.0;1.0
gecrasht;;;1.0;0.0;0.0;1.0
honderdtien;;;1.0;0.0;0.0;1.0
alarmbel;;;1.0;0.0;0.0;1.0
achteraan;;;1.0;0.0;0.0;1.0
verdrong;;;1.0;0.0;0.0;1.0
slurpte;;;1.0;0.0;0.0;1.0
ongegeneerd;;;1.0;0.0;0.0;1.0
letter;;;1.0;0.0;0.0;1.0
exotisch;;;1.0;0.0;0.0;1.0
verzorgde;;;1.0;0.0;0.0;1.0
hilton;;;1.0;0.0;0.0;1.0
transport;;;1.0;0.0;0.0;1.0
uitspatting;;;1.0;0.0;0.0;1.0
molotovcocktail;1.0;0.0;0.0;0.0;0.0;1.0
tower;;;1.0;0.0;0.0;1.0
mensenjaren;;;1.0;0.0;0.0;1.0
trump;;;1.0;0.0;0.0;1.0
doorbladerd;;;1.0;0.0;0.0;1.0
stationwagen;1.0;0.0;0.0;0.0;0.0;1.0
palmbomen;;;1.0;0.0;0.0;1.0
cocktail;;;1.0;0.0;0.0;1.0
intens;;;1.0;0.0;0.0;1.0
onoverkomelijk;;;1.0;0.0;0.0;1.0
tijdverspilling;;;1.0;0.0;0.0;1.0
stoppelbaard;;;1.0;0.0;0.0;1.0
misstond;;;1.0;0.0;0.0;1.0
verschrikte;;;1.0;0.0;0.0;1.0
liggend;;;1.0;0.0;0.0;1.0
fifth;;;1.0;0.0;0.0;1.0
avenue;;;1.0;0.0;0.0;1.0
fao;;;1.0;0.0;0.0;1.0
schwartz;;;1.0;0.0;0.0;1.0
decadente;;;1.0;0.0;0.0;1.0
autolampen;1.0;0.0;0.0;0.0;0.0;1.0
veroorloven;;;1.0;0.0;0.0;1.0
welgekende;;;1.0;0.0;0.0;1.0
voltrok;;;1.0;0.0;0.0;1.0
verslikte;;;1.0;0.0;0.0;1.0
wintertijd;;;1.0;0.0;0.0;1.0
tergde;;;1.0;0.0;0.0;1.0
kokhalzen;;;1.0;0.0;0.0;1.0
gleuf;;;1.0;0.0;0.0;1.0
uitsteekt;;;1.0;0.0;0.0;1.0
staand;;;1.0;0.0;0.0;1.0
erdoor;1.0;0.0;0.0;0.0;0.0;1.0
instaan;;;1.0;0.0;0.0;1.0
busongeval;;;1.0;0.0;0.0;1.0
comateuze;;;1.0;0.0;0.0;1.0
bonkend;;;1.0;0.0;0.0;1.0
oksels;;;1.0;0.0;0.0;1.0
tijdbom;;;1.0;0.0;0.0;1.0
gortdroge;;;1.0;0.0;0.0;1.0
halfnatte;;;1.0;0.0;0.0;1.0
kapitale;;;1.0;0.0;0.0;1.0
monsterlijke;;;1.0;0.0;0.0;1.0
blowen;;;1.0;0.0;0.0;1.0
kledingstijl;;;1.0;0.0;0.0;1.0
nonchalante;;;1.0;0.0;0.0;1.0
ongewijzigd;;;1.0;0.0;0.0;1.0
luchtpijp;;;1.0;0.0;0.0;1.0
buikstreek;;;1.0;0.0;0.0;1.0
opspelen;;;1.0;0.0;0.0;1.0
vergallen;;;1.0;0.0;0.0;1.0
wereldschokkend;;;1.0;0.0;0.0;1.0
machines;;;1.0;0.0;0.0;1.0
defecten;;;1.0;0.0;0.0;1.0
kuieren;;;1.0;0.0;0.0;1.0
tandenpoetsen;;;1.0;0.0;0.0;1.0
grachten;;;1.0;0.0;0.0;1.0
rat;;;1.0;0.0;0.0;1.0
afronden;1.0;0.0;0.0;0.0;0.0;1.0
oorlogszone;;;1.0;0.0;0.0;1.0
vakantieweek;;;1.0;0.0;0.0;1.0
overslaan;;;1.0;0.0;0.0;1.0
talmen;;;1.0;0.0;0.0;1.0
bahamas;;;1.0;0.0;0.0;1.0
reisbrochure;;;1.0;0.0;0.0;1.0
teleporteren;;;1.0;0.0;0.0;1.0
begaan;;;1.0;0.0;0.0;1.0
experimentje;;;1.0;0.0;0.0;1.0
spelletjes;;;1.0;0.0;0.0;1.0
zandt;1.0;0.0;0.0;0.0;0.0;1.0
hersenspoelen;;;1.0;0.0;0.0;1.0
braaf;;;1.0;0.0;0.0;1.0
ineengedoken;;;1.0;0.0;0.0;1.0
glazige;;;1.0;0.0;0.0;1.0
polsbeweging;;;1.0;0.0;0.0;1.0
toelaat;;;1.0;0.0;0.0;1.0
noëls;;;1.0;0.0;0.0;1.0
handlangers;;;1.0;0.0;0.0;1.0
geïnvesteerd;;;1.0;0.0;0.0;1.0
opensnijden;;;1.0;0.0;0.0;1.0
onmensen;;;1.0;0.0;0.0;1.0
tinteling;;;1.0;0.0;0.0;1.0
schedeldak;;;1.0;0.0;0.0;1.0
townes;1.0;0.0;0.0;0.0;0.0;1.0
vanouds;;;1.0;0.0;0.0;1.0
afgemeten;;;1.0;0.0;0.0;1.0
borgax;;;1.0;0.0;0.0;1.0
opeisen;;;1.0;0.0;0.0;1.0
miezerige;;;1.0;0.0;0.0;1.0
produceren;;;1.0;0.0;0.0;1.0
adamsappel;;;1.0;0.0;0.0;1.0
verbleekte;;;1.0;0.0;0.0;1.0
vreugdedansje;;;1.0;0.0;0.0;1.0
opeten;;;1.0;0.0;0.0;1.0
varkensvlees;;;1.0;0.0;0.0;1.0
boost;;;1.0;0.0;0.0;1.0
overgrootvader;;;1.0;0.0;0.0;1.0
autoritaire;;;1.0;0.0;0.0;1.0
rechterbeen;;;1.0;0.0;0.0;1.0
slijmerige;;;1.0;0.0;0.0;1.0
kronkelen;;;1.0;0.0;0.0;1.0
rotknal;;;1.0;0.0;0.0;1.0
vergrootten;;;1.0;0.0;0.0;1.0
kolossen;;;1.0;0.0;0.0;1.0
zowat;;;1.0;0.0;0.0;1.0
bushalte;;;1.0;0.0;0.0;1.0
toastje;;;1.0;0.0;0.0;1.0
worst;;;1.0;0.0;0.0;1.0
verrekt;;;1.0;0.0;0.0;1.0
maximromans;;;1.0;0.0;0.0;1.0
kramat;;;1.0;0.0;0.0;1.0
lichtgroene;1.0;0.0;0.0;0.0;0.0;1.0
overlevingsdrang;;;1.0;0.0;0.0;1.0
doorvoeren;;;1.0;0.0;0.0;1.0
vrolijker;;;1.0;0.0;0.0;1.0
regenachtige;;;1.0;0.0;0.0;1.0
opgewektheid;;;1.0;0.0;0.0;1.0
nagenieten;;;1.0;0.0;0.0;1.0
helderblauwe;;;1.0;0.0;0.0;1.0
grinnik;;;1.0;0.0;0.0;1.0
bureaus;;;1.0;0.0;0.0;1.0
onafgewerkte;;;1.0;0.0;0.0;1.0
slofte;;;1.0;0.0;0.0;1.0
achteloos;;;1.0;0.0;0.0;1.0
pot;;;1.0;0.0;0.0;1.0
sleet;;;1.0;0.0;0.0;1.0
glashelder;;;1.0;0.0;0.0;1.0
trainingen;;;1.0;0.0;0.0;1.0
vugevoel;;;1.0;0.0;0.0;1.0
look;;;1.0;0.0;0.0;1.0
schokschouderend;;;1.0;0.0;0.0;1.0
glunderde;;;1.0;0.0;0.0;1.0
achterdochtig;;;1.0;0.0;0.0;1.0
aanvoelden;;;1.0;0.0;0.0;1.0
song;1.0;0.0;0.0;0.0;0.0;1.0
déjà;;;1.0;0.0;0.0;1.0
hamerde;;;1.0;0.0;0.0;1.0
zwartgallige;;;1.0;0.0;0.0;1.0
sake;1.0;0.0;0.0;0.0;0.0;1.0
rustend;;;1.0;0.0;0.0;1.0
gewist;;;1.0;0.0;0.0;1.0
gitaar;1.0;0.0;0.0;0.0;0.0;1.0
goedgekeurd;;;1.0;0.0;0.0;1.0
spons;;;1.0;0.0;0.0;1.0
opzuigen;;;1.0;0.0;0.0;1.0
overlevende;;;1.0;0.0;0.0;1.0
wurmt;1.0;0.0;0.0;0.0;0.0;1.0
afschuwelijke;;;1.0;0.0;0.0;1.0
toostend;;;1.0;0.0;0.0;1.0
geprononceerd;;;1.0;0.0;0.0;1.0
universele;;;1.0;0.0;0.0;1.0
kledij;;;1.0;0.0;0.0;1.0
rugzakken;;;1.0;0.0;0.0;1.0
binnenin;;;1.0;0.0;0.0;1.0
geparfumeerd;;;1.0;0.0;0.0;1.0
dierenvellen;;;1.0;0.0;0.0;1.0
analyseert;1.0;0.0;0.0;0.0;0.0;1.0
primitieve;;;1.0;0.0;0.0;1.0
attributen;;;1.0;0.0;0.0;1.0
nasmeulden;;;1.0;0.0;0.0;1.0
gevormde;;;1.0;0.0;0.0;1.0
kringelde;;;1.0;0.0;0.0;1.0
gemanipuleerde;;;1.0;0.0;0.0;1.0
spiritusgeur;1.0;0.0;0.0;0.0;0.0;1.0
gekweekt;;;1.0;0.0;0.0;1.0
medicijn;;;1.0;0.0;0.0;1.0
guaranitaal;;;1.0;0.0;0.0;1.0
tupi;;;1.0;0.0;0.0;1.0
linguïst;;;1.0;0.0;0.0;1.0
volkje;;;1.0;0.0;0.0;1.0
verdedigende;;;1.0;0.0;0.0;1.0
aangapen;;;1.0;0.0;0.0;1.0
ontstekingsmechanisme;1.0;0.0;0.0;0.0;0.0;1.0
fit;;;1.0;0.0;0.0;1.0
verbreedde;;;1.0;0.0;0.0;1.0
gelijkmatig;;;1.0;0.0;0.0;1.0
plaatsing;1.0;0.0;0.0;0.0;0.0;1.0
gebieden;;;1.0;0.0;0.0;1.0
nuances;;;1.0;0.0;0.0;1.0
publiceren;;;1.0;0.0;0.0;1.0
anthropology;;;1.0;0.0;0.0;1.0
today;;;1.0;0.0;0.0;1.0
benijden;;;1.0;0.0;0.0;1.0
geklasseerd;;;1.0;0.0;0.0;1.0
langwerpige;1.0;0.0;0.0;0.0;0.0;1.0
basiskennis;;;1.0;0.0;0.0;1.0
helende;;;1.0;0.0;0.0;1.0
slokdarm;;;1.0;0.0;0.0;1.0
drieënvijftig;;;1.0;0.0;0.0;1.0
langwerpig;1.0;0.0;0.0;0.0;0.0;1.0
loopgeluiden;1.0;0.0;0.0;0.0;0.0;1.0
woordenstroom;;;1.0;0.0;0.0;1.0
verlengde;;;1.0;0.0;0.0;1.0
ziektes;;;1.0;0.0;0.0;1.0
verouderden;;;1.0;0.0;0.0;1.0
immuniteit;;;1.0;0.0;0.0;1.0
opbouwde;;;1.0;0.0;0.0;1.0
onvruchtbaarheid;;;1.0;0.0;0.0;1.0
populatie;;;1.0;0.0;0.0;1.0
buitenaardse;;;1.0;0.0;0.0;1.0
opgesplitst;1.0;0.0;0.0;0.0;0.0;1.0
amazonewoud;;;1.0;0.0;0.0;1.0
onontdekte;;;1.0;0.0;0.0;1.0
rentenieren;;;1.0;0.0;0.0;1.0
farmaceuticabedrijf;;;1.0;0.0;0.0;1.0
aanstootte;;;1.0;0.0;0.0;1.0
elleboog;;;1.0;0.0;0.0;1.0
gestippelde;;;1.0;0.0;0.0;1.0
gedijt;;;1.0;0.0;0.0;1.0
paniculatum;;;1.0;0.0;0.0;1.0
onbedrieglijk;;;1.0;0.0;0.0;1.0
cellen;;;1.0;0.0;0.0;1.0
verjongingskuur;;;1.0;0.0;0.0;1.0
kerfde;;;1.0;0.0;0.0;1.0
linkerarm;;;1.0;0.0;0.0;1.0
straal;;;1.0;0.0;0.0;1.0
grauwe;;;1.0;0.0;0.0;1.0
afgeveegd;;;1.0;0.0;0.0;1.0
gebiologeerd;;;1.0;0.0;0.0;1.0
eryngium;;;1.0;0.0;0.0;1.0
gedicht;;;1.0;0.0;0.0;1.0
herstellend;;;1.0;0.0;0.0;1.0
geamuseerd;;;1.0;0.0;0.0;1.0
dijbenen;;;1.0;0.0;0.0;1.0
wisselde;;;1.0;0.0;0.0;1.0
gedrieën;;;1.0;0.0;0.0;1.0
scherpheid;;;1.0;0.0;0.0;1.0
omkijken;;;1.0;0.0;0.0;1.0
geritsel;1.0;0.0;0.0;0.0;0.0;1.0
traject;;;1.0;0.0;0.0;1.0
traanden;;;1.0;0.0;0.0;1.0
maande;;;1.0;0.0;0.0;1.0
blaflach;;;1.0;0.0;0.0;1.0
verhoogde;;;1.0;0.0;0.0;1.0
blikkend;;;1.0;0.0;0.0;1.0
zenuwtrek;;;1.0;0.0;0.0;1.0
hekwerk;1.0;0.0;0.0;0.0;0.0;1.0
red;;;1.0;0.0;0.0;1.0
knipt;1.0;0.0;0.0;0.0;0.0;1.0
gehurkt;;;1.0;0.0;0.0;1.0
glurend;;;1.0;0.0;0.0;1.0
aanschouwden;;;1.0;0.0;0.0;1.0
observeerde;;;1.0;0.0;0.0;1.0
lichtpuntje;1.0;0.0;0.0;0.0;0.0;1.0
knokige;;;1.0;0.0;0.0;1.0
standhouden;;;1.0;0.0;0.0;1.0
verstenen;;;1.0;0.0;0.0;1.0
luiaard;;;1.0;0.0;0.0;1.0
belaagden;;;1.0;0.0;0.0;1.0
horendol;;;1.0;0.0;0.0;1.0
bezweet;;;1.0;0.0;0.0;1.0
angsthaas;;;1.0;0.0;0.0;1.0
bibberen;;;1.0;0.0;0.0;1.0
huidlagen;;;1.0;0.0;0.0;1.0
buitensluiten;;;1.0;0.0;0.0;1.0
plop;;;1.0;0.0;0.0;1.0
teleporterend;;;1.0;0.0;0.0;1.0
stommerd;;;1.0;0.0;0.0;1.0
inbeelding;;;1.0;0.0;0.0;1.0
niks;;;1.0;0.0;0.0;1.0
ontmoetten;;;1.0;0.0;0.0;1.0
welverdiende;;;1.0;0.0;0.0;1.0
oppeppende;;;1.0;0.0;0.0;1.0
onfortuinlijke;;;1.0;0.0;0.0;1.0
pexé;;;1.0;0.0;0.0;1.0
samenleefde;;;1.0;0.0;0.0;1.0
chovas;;;1.0;0.0;0.0;1.0
zimmerman;;;1.0;0.0;0.0;1.0
jonger;;;1.0;0.0;0.0;1.0
fanatiek;;;1.0;0.0;0.0;1.0
bruuske;;;1.0;0.0;0.0;1.0
dwaal;;;1.0;0.0;0.0;1.0
opricht;1.0;0.0;0.0;0.0;0.0;1.0
flora;;;1.0;0.0;0.0;1.0
tuintje;;;1.0;0.0;0.0;1.0
inheemse;;;1.0;0.0;0.0;1.0
gemoedelijk;;;1.0;0.0;0.0;1.0
kleermakerszit;;;1.0;0.0;0.0;1.0
scheurden;;;1.0;0.0;0.0;1.0
slierten;;;1.0;0.0;0.0;1.0
kneedde;;;1.0;0.0;0.0;1.0
vilden;;;1.0;0.0;0.0;1.0
origine;;;1.0;0.0;0.0;1.0
opsmuk;;;1.0;0.0;0.0;1.0
sierde;;;1.0;0.0;0.0;1.0
beschildering;;;1.0;0.0;0.0;1.0
beschermden;;;1.0;0.0;0.0;1.0
bloedzuigende;;;1.0;0.0;0.0;1.0
ontmoetingen;;;1.0;0.0;0.0;1.0
blokkeerde;;;1.0;0.0;0.0;1.0
veraf;;;1.0;0.0;0.0;1.0
linkerrand;;;1.0;0.0;0.0;1.0
radioberichtje;;;1.0;0.0;0.0;1.0
kannibalisme;;;1.0;0.0;0.0;1.0
antropologen;;;1.0;0.0;0.0;1.0
mensetende;;;1.0;0.0;0.0;1.0
sluipt;1.0;0.0;0.0;0.0;0.0;1.0
fantaserend;;;1.0;0.0;0.0;1.0
spectaculaire;;;1.0;0.0;0.0;1.0
opgeslokt;;;1.0;0.0;0.0;1.0
wiebelen;;;1.0;0.0;0.0;1.0
ondergrond;;;1.0;0.0;0.0;1.0
zestal;;;1.0;0.0;0.0;1.0
kleihutten;;;1.0;0.0;0.0;1.0
veertigtal;;;1.0;0.0;0.0;1.0
notities;;;1.0;0.0;0.0;1.0
vertrouwend;;;1.0;0.0;0.0;1.0
olifantengeheugen;;;1.0;0.0;0.0;1.0
zanderige;;;1.0;0.0;0.0;1.0
invasie;;;1.0;0.0;0.0;1.0
reet;;;1.0;0.0;0.0;1.0
loog;;;1.0;0.0;0.0;1.0
gevechtslessen;;;1.0;0.0;0.0;1.0
inademen;1.0;0.0;0.0;0.0;0.0;1.0
beneemt;1.0;0.0;0.0;0.0;0.0;1.0
gehucht;;;1.0;0.0;0.0;1.0
bergklif;;;1.0;0.0;0.0;1.0
geruchtenmolen;;;1.0;0.0;0.0;1.0
bijgekomen;;;1.0;0.0;0.0;1.0
klakkende;;;1.0;0.0;0.0;1.0
zwaardere;;;1.0;0.0;0.0;1.0
uitkafferen;;;1.0;0.0;0.0;1.0
namthar;;;1.0;0.0;0.0;1.0
reddende;;;1.0;0.0;0.0;1.0
figuurlijk;;;1.0;0.0;0.0;1.0
gekkenhuis;;;1.0;0.0;0.0;1.0
jongedame;;;1.0;0.0;0.0;1.0
heropvoeding;;;1.0;0.0;0.0;1.0
withaar;;;1.0;0.0;0.0;1.0
freakvriendin;;;1.0;0.0;0.0;1.0
borststreek;;;1.0;0.0;0.0;1.0
walgelijk;;;1.0;0.0;0.0;1.0
uitgelachen;;;1.0;0.0;0.0;1.0
muziekje;;;1.0;0.0;0.0;1.0
hautain;;;1.0;0.0;0.0;1.0
aankijkend;;;1.0;0.0;0.0;1.0
spleetoogvader;;;1.0;0.0;0.0;1.0
bloemetjesleggings;;;1.0;0.0;0.0;1.0
frustrerend;;;1.0;0.0;0.0;1.0
chantal;;;1.0;0.0;0.0;1.0
zweverige;;;1.0;0.0;0.0;1.0
strijdbaarder;1.0;0.0;0.0;0.0;0.0;1.0
beledigd;;;1.0;0.0;0.0;1.0
goedgelovige;;;1.0;0.0;0.0;1.0
hoonlachje;;;1.0;0.0;0.0;1.0
absorberen;1.0;0.0;0.0;0.0;0.0;1.0
lecter;;;1.0;0.0;0.0;1.0
riposteerde;;;1.0;0.0;0.0;1.0
wegrennende;;;1.0;0.0;0.0;1.0
waarheden;;;1.0;0.0;0.0;1.0
boomtoestand;;;1.0;0.0;0.0;1.0
trutmens;;;1.0;0.0;0.0;1.0
geblondeerde;;;1.0;0.0;0.0;1.0
opgetrommeld;;;1.0;0.0;0.0;1.0
felgeel;;;1.0;0.0;0.0;1.0
knalgroen;;;1.0;0.0;0.0;1.0
bloemetjesmotief;;;1.0;0.0;0.0;1.0
herkregen;;;1.0;0.0;0.0;1.0
vervorm;;;1.0;0.0;0.0;1.0
schor;;;1.0;0.0;0.0;1.0
gehersenspoeld;;;1.0;0.0;0.0;1.0
klopje;;;1.0;0.0;0.0;1.0
opbellen;;;1.0;0.0;0.0;1.0
uitputtend;;;1.0;0.0;0.0;1.0
ouwe;;;1.0;0.0;0.0;1.0
ingesmeerd;1.0;0.0;0.0;0.0;0.0;1.0
vergevingsgezind;;;1.0;0.0;0.0;1.0
voordelen;;;1.0;0.0;0.0;1.0
aanvaardden;;;1.0;0.0;0.0;1.0
voornam;;;1.0;0.0;0.0;1.0
zwoer;;;1.0;0.0;0.0;1.0
schaterde;;;1.0;0.0;0.0;1.0
aardigste;;;1.0;0.0;0.0;1.0
schuifelende;;;1.0;0.0;0.0;1.0
bespelen;;;1.0;0.0;0.0;1.0
rooksignaal;;;1.0;0.0;0.0;1.0
geblakerd;1.0;0.0;0.0;0.0;0.0;1.0
manons;;;1.0;0.0;0.0;1.0
vernietigende;;;1.0;0.0;0.0;1.0
lobotomie;;;1.0;0.0;0.0;1.0
telepathie;;;1.0;0.0;0.0;1.0
geestbeïnvloeding;;;1.0;0.0;0.0;1.0
poppenspeler;;;1.0;0.0;0.0;1.0
mensachtige;1.0;0.0;0.0;0.0;0.0;1.0
marionet;;;1.0;0.0;0.0;1.0
ogenblik;;;1.0;0.0;0.0;1.0
inbeelden;;;1.0;0.0;0.0;1.0
verkleurde;;;1.0;0.0;0.0;1.0
engelen;;;1.0;0.0;0.0;1.0
baritonstem;;;1.0;0.0;0.0;1.0
smeulend;1.0;0.0;0.0;0.0;0.0;1.0
bimbo;;;1.0;0.0;0.0;1.0
gillen;1.0;0.0;0.0;0.0;0.0;1.0
welde;;;1.0;0.0;0.0;1.0
verzengende;1.0;0.0;0.0;0.0;0.0;1.0
piekfijn;;;1.0;0.0;0.0;1.0
knalroze;;;1.0;0.0;0.0;1.0
coltrui;;;1.0;0.0;0.0;1.0
melkwitte;;;1.0;0.0;0.0;1.0
kleurtje;;;1.0;0.0;0.0;1.0
telekinese;;;1.0;0.0;0.0;1.0
puberteit;;;1.0;0.0;0.0;1.0
strebertje;;;1.0;0.0;0.0;1.0
staccatogeluid;;;1.0;0.0;0.0;1.0
bijbenen;;;1.0;0.0;0.0;1.0
onvoorstelbare;1.0;0.0;0.0;0.0;0.0;1.0
uitzagen;;;1.0;0.0;0.0;1.0
belachelijk;;;1.0;0.0;0.0;1.0
discriminerende;;;1.0;0.0;0.0;1.0
davidsster;;;1.0;0.0;0.0;1.0
klaslokalen;;;1.0;0.0;0.0;1.0
twintigste;;;1.0;0.0;0.0;1.0
schoolpoort;;;1.0;0.0;0.0;1.0
speels;;;1.0;0.0;0.0;1.0
temperamentvol;;;1.0;0.0;0.0;1.0
familietaak;;;1.0;0.0;0.0;1.0
zesenveertig;;;1.0;0.0;0.0;1.0
overmeesteren;;;1.0;0.0;0.0;1.0
passagiersstoel;;;1.0;0.0;0.0;1.0
zijraam;;;1.0;0.0;0.0;1.0
gun;;;1.0;0.0;0.0;1.0
autosnelweg;;;1.0;0.0;0.0;1.0
elfenkind;;;1.0;0.0;0.0;1.0
voorzetten;;;1.0;0.0;0.0;1.0
hormonen;;;1.0;0.0;0.0;1.0
uitbleef;;;1.0;0.0;0.0;1.0
zweeg;;;1.0;0.0;0.0;1.0
smakeloos;1.0;0.0;0.0;0.0;0.0;1.0
plaatselijk;;;1.0;0.0;0.0;1.0
uitgevaren;;;1.0;0.0;0.0;1.0
moeilijkheden;;;1.0;0.0;0.0;1.0
puberale;;;1.0;0.0;0.0;1.0
gniffelde;;;1.0;0.0;0.0;1.0
weerkaatste;;;1.0;0.0;0.0;1.0
besmetten;;;1.0;0.0;0.0;1.0
victoriaans;;;1.0;0.0;0.0;1.0
uitschietende;;;1.0;0.0;0.0;1.0
kersenboom;;;1.0;0.0;0.0;1.0
split;1.0;0.0;0.0;0.0;0.0;1.0
rukten;;;1.0;0.0;0.0;1.0
witroze;;;1.0;0.0;0.0;1.0
tollen;;;1.0;0.0;0.0;1.0
neerdwarrelden;;;1.0;0.0;0.0;1.0
snotmonster;;;1.0;0.0;0.0;1.0
tevoren;;;1.0;0.0;0.0;1.0
chantals;;;1.0;0.0;0.0;1.0
liesbeths;;;1.0;0.0;0.0;1.0
schril;;;1.0;0.0;0.0;1.0
toewierpen;;;1.0;0.0;0.0;1.0
smolt;;;1.0;0.0;0.0;1.0
sauna;;;1.0;0.0;0.0;1.0
troonde;;;1.0;0.0;0.0;1.0
gezichtsveld;;;1.0;0.0;0.0;1.0
voetzolen;;;1.0;0.0;0.0;1.0
eenvoudiger;;;1.0;0.0;0.0;1.0
second;1.0;0.0;0.0;0.0;0.0;1.0
agedeuntje;;;1.0;0.0;0.0;1.0
joie;;;1.0;0.0;0.0;1.0
vivre;;;1.0;0.0;0.0;1.0
helse;1.0;0.0;0.0;0.0;0.0;1.0
uitdagend;;;1.0;0.0;0.0;1.0
voortplanting;;;1.0;0.0;0.0;1.0
lesbanken;;;1.0;0.0;0.0;1.0
positieven;1.0;0.0;0.0;0.0;0.0;1.0
strelen;;;1.0;0.0;0.0;1.0
agemuziekje;;;1.0;0.0;0.0;1.0
kreunen;;;1.0;0.0;0.0;1.0
lichtblauwe;;;1.0;0.0;0.0;1.0
palmboom;;;1.0;0.0;0.0;1.0
gedraag;;;1.0;0.0;0.0;1.0
buigzaam;;;1.0;0.0;0.0;1.0
onverlaat;1.0;0.0;0.0;0.0;0.0;1.0
ondeugend;;;1.0;0.0;0.0;1.0
aangekeken;;;1.0;0.0;0.0;1.0
ervandoor;;;1.0;0.0;0.0;1.0
picasso;;;1.0;0.0;0.0;1.0
italiaanse;1.0;0.0;0.0;0.0;0.0;1.0
just;1.0;0.0;0.0;0.0;0.0;1.0
rambling;1.0;0.0;0.0;0.0;0.0;1.0
aangeknipt;;;1.0;0.0;0.0;1.0
fors;;;1.0;0.0;0.0;1.0
wipneusje;;;1.0;0.0;0.0;1.0
doorheen;;;1.0;0.0;0.0;1.0
ontsnappingsmogelijkheden;;;1.0;0.0;0.0;1.0
doodgaan;;;1.0;0.0;0.0;1.0
dichtkneep;;;1.0;0.0;0.0;1.0
sinaasappellikeur;1.0;0.0;0.0;0.0;0.0;1.0
smeerlappen;;;1.0;0.0;0.0;1.0
flank;;;1.0;0.0;0.0;1.0
slechteriklachje;;;1.0;0.0;0.0;1.0
potige;;;1.0;0.0;0.0;1.0
knikbeweging;;;1.0;0.0;0.0;1.0
zwier;;;1.0;0.0;0.0;1.0
linkerschouder;;;1.0;0.0;0.0;1.0
luidkeels;;;1.0;0.0;0.0;1.0
haakse;;;1.0;0.0;0.0;1.0
roepend;;;1.0;0.0;0.0;1.0
puist;;;1.0;0.0;0.0;1.0
doodlopend;;;1.0;0.0;0.0;1.0
straatje;;;1.0;0.0;0.0;1.0
metronoom;;;1.0;0.0;0.0;1.0
achtervolgen;;;1.0;0.0;0.0;1.0
losjes;;;1.0;0.0;0.0;1.0
breekbare;1.0;0.0;0.0;0.0;0.0;1.0
bierbuikje;;;1.0;0.0;0.0;1.0
waiting;1.0;0.0;0.0;0.0;0.0;1.0
jak;;;1.0;0.0;0.0;1.0
basketbal;;;1.0;0.0;0.0;1.0
gillend;;;1.0;0.0;0.0;1.0
onbehaaglijk;;;1.0;0.0;0.0;1.0
smoel;;;1.0;0.0;0.0;1.0
grommen;;;1.0;0.0;0.0;1.0
stembanden;;;1.0;0.0;0.0;1.0
muil;;;1.0;0.0;0.0;1.0
terechtkomen;;;1.0;0.0;0.0;1.0
rafelige;;;1.0;0.0;0.0;1.0
tried;1.0;0.0;0.0;0.0;0.0;1.0
bungelde;;;1.0;0.0;0.0;1.0
gemanipuleerd;;;1.0;0.0;0.0;1.0
natuurgedrocht;;;1.0;0.0;0.0;1.0
experiment;;;1.0;0.0;0.0;1.0
scheercrème;;;1.0;0.0;0.0;1.0
putjes;;;1.0;0.0;0.0;1.0
overdraagbaar;;;1.0;0.0;0.0;1.0
aftap;;;1.0;0.0;0.0;1.0
aderen;;;1.0;0.0;0.0;1.0
verstrakte;;;1.0;0.0;0.0;1.0
onervaren;;;1.0;0.0;0.0;1.0
aurum;1.0;0.0;0.0;0.0;0.0;1.0
dwergmans;;;1.0;0.0;0.0;1.0
andersom;1.0;0.0;0.0;0.0;0.0;1.0
intolerante;;;1.0;0.0;0.0;1.0
kortzichtige;;;1.0;0.0;0.0;1.0
moordzuchtig;;;1.0;0.0;0.0;1.0
scheve;;;1.0;0.0;0.0;1.0
zelfverzekerder;;;1.0;0.0;0.0;1.0
afkaatsten;;;1.0;0.0;0.0;1.0
stoer;;;1.0;0.0;0.0;1.0
vertikt;;;1.0;0.0;0.0;1.0
verkocht;;;1.0;0.0;0.0;1.0
kloven;;;1.0;0.0;0.0;1.0
korsten;;;1.0;0.0;0.0;1.0
dommerik;;;1.0;0.0;0.0;1.0
