Palabra;Categoría Gramatical;Oxford3000;Oxford5000;Voc;aGameOfThrones;aClashOfKings.1;aSTormOfSwords;Hp1;Hp2;Hp3;Hp4;Hp5;Hp6;Hp7;NameOfTheWind;theSlowRegardOfSilentThings;Pride and prejudice;Suma Total
wine;noun;a1;a1;1.0;142.0;203.0;253.0;4.0;0.0;3.0;4.0;3.0;19.0;7.0;46.0;7.0;3.0;694.0
everything;pronoun;a1;a1;1.0;45.0;39.0;39.0;30.0;29.0;30.0;71.0;77.0;62.0;82.0;96.0;49.0;45.0;694.0
anyone;pronoun;a1;a1;1.0;39.0;53.0;50.0;39.0;38.0;47.0;72.0;82.0;65.0;68.0;112.0;3.0;24.0;692.0
speak;verb;a1;a1;1.0;79.0;101.0;133.0;20.0;27.0;26.0;31.0;48.0;52.0;49.0;56.0;1.0;66.0;689.0
smiled;;;;;113.0;107.0;127.0;13.0;10.0;9.0;25.0;26.0;27.0;24.0;165.0;25.0;18.0;689.0
top;adjective;a2;a2;1.0;44.0;36.0;93.0;34.0;32.0;38.0;101.0;103.0;58.0;78.0;61.0;10.0;1.0;689.0
standing;adjective;-1;c1;3.0;51.0;27.0;69.0;33.0;30.0;42.0;85.0;122.0;85.0;65.0;55.0;9.0;13.0;686.0
wal;;;;;177.0;248.0;250.0;0.0;0.0;3.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;683.0
watched;;;;;100.0;85.0;97.0;21.0;19.0;37.0;70.0;73.0;32.0;40.0;95.0;6.0;7.0;682.0
died;;;;;100.0;113.0;192.0;18.0;26.0;23.0;35.0;36.0;46.0;67.0;19.0;2.0;3.0;680.0
shouted;;;;;68.0;83.0;107.0;29.0;41.0;31.0;71.0;96.0;36.0;87.0;30.0;0.0;0.0;679.0
window;noun;a1;a1;1.0;91.0;51.0;46.0;32.0;51.0;50.0;50.0;115.0;56.0;69.0;47.0;5.0;16.0;679.0
talk;noun;a2;a2;1.0;89.0;106.0;82.0;21.0;29.0;21.0;58.0;91.0;46.0;38.0;67.0;0.0;31.0;679.0
slowly;adverb;a2;a2;1.0;51.0;40.0;59.0;20.0;32.0;48.0;84.0;91.0;47.0;50.0;130.0;21.0;4.0;677.0
grey;adjective;a1;a1;1.0;192.0;173.0;222.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;70.0;19.0;0.0;677.0
outside;adjective;a2;a2;1.0;75.0;85.0;96.0;36.0;36.0;51.0;48.0;90.0;49.0;49.0;59.0;2.0;0.0;676.0
shoulder;noun;a2;a2;1.0;84.0;71.0;113.0;15.0;27.0;31.0;52.0;88.0;45.0;43.0;104.0;2.0;0.0;675.0
given;;;;;83.0;95.0;119.0;19.0;23.0;19.0;52.0;60.0;50.0;48.0;45.0;6.0;55.0;674.0
ran;;;;;102.0;110.0;115.0;19.0;16.0;21.0;32.0;48.0;38.0;62.0;81.0;17.0;13.0;674.0
later;adjective;a2;a2;1.0;57.0;55.0;88.0;43.0;39.0;44.0;52.0;84.0;68.0;64.0;69.0;5.0;3.0;671.0
stopped;;;;;61.0;51.0;76.0;29.0;40.0;36.0;66.0;77.0;45.0;45.0;120.0;19.0;6.0;671.0
fear;noun;a2;a2;1.0;154.0;134.0;154.0;10.0;10.0;10.0;25.0;18.0;19.0;55.0;44.0;11.0;24.0;668.0
wood;noun;a2;a2;1.0;84.0;138.0;100.0;59.0;46.0;83.0;27.0;20.0;8.0;19.0;65.0;13.0;5.0;667.0
school;noun;a1;a1;1.0;0.0;1.0;0.0;69.0;119.0;69.0;108.0;117.0;114.0;65.0;2.0;0.0;2.0;666.0
part;noun;a1;a1;1.0;71.0;121.0;139.0;4.0;9.0;8.0;24.0;31.0;36.0;47.0;108.0;7.0;60.0;665.0
ten;number;a1;a1;1.0;40.0;81.0;86.0;30.0;25.0;55.0;64.0;91.0;54.0;23.0;76.0;5.0;33.0;663.0
whispered;;;;;105.0;50.0;51.0;35.0;27.0;60.0;74.0;99.0;50.0;104.0;7.0;0.0;1.0;663.0
closed;adjective;a2;a2;1.0;76.0;82.0;101.0;5.0;25.0;27.0;40.0;89.0;46.0;68.0;64.0;31.0;6.0;660.0
started;;;;;48.0;44.0;59.0;49.0;57.0;54.0;93.0;65.0;39.0;54.0;92.0;2.0;4.0;660.0
big;adjective;a1;a1;1.0;70.0;104.0;230.0;28.0;15.0;26.0;39.0;44.0;22.0;18.0;57.0;5.0;0.0;658.0
master;noun;b2;b2;2.0;49.0;53.0;76.0;6.0;9.0;8.0;80.0;33.0;29.0;81.0;201.0;3.0;28.0;656.0
please;exclamation;a1;a1;1.0;103.0;70.0;121.0;23.0;27.0;40.0;57.0;64.0;46.0;60.0;25.0;4.0;14.0;654.0
breath;noun;b1;b1;2.0;74.0;65.0;84.0;15.0;23.0;28.0;38.0;62.0;25.0;50.0;152.0;35.0;2.0;653.0
thick;adjective;a2;a2;1.0;109.0;86.0;143.0;14.0;28.0;21.0;51.0;35.0;27.0;25.0;93.0;20.0;0.0;652.0
stop;noun;a1;a1;1.0;60.0;60.0;81.0;45.0;42.0;40.0;55.0;88.0;55.0;64.0;51.0;6.0;4.0;651.0
making;noun;-1;b2;2.0;42.0;55.0;61.0;18.0;36.0;31.0;67.0;68.0;79.0;41.0;101.0;15.0;37.0;651.0
above;adverb;a1;a1;1.0;77.0;104.0;150.0;16.0;21.0;21.0;46.0;58.0;23.0;42.0;47.0;21.0;21.0;647.0
talking;;;;;44.0;32.0;41.0;29.0;28.0;43.0;103.0;118.0;56.0;49.0;64.0;0.0;39.0;646.0
free;adjective;a1;a1;1.0;86.0;96.0;159.0;15.0;18.0;21.0;43.0;43.0;32.0;47.0;61.0;16.0;7.0;644.0
silence;noun;b2;b2;2.0;66.0;42.0;52.0;15.0;30.0;26.0;63.0;54.0;60.0;82.0;119.0;1.0;34.0;644.0
umbridge;;;;;0.0;;;;;;;584.0;12.0;45.0;0.0;0.0;0.0;641.0
empty;adjective;a2;a2;1.0;69.0;89.0;85.0;23.0;23.0;41.0;53.0;71.0;50.0;55.0;51.0;27.0;1.0;638.0
elizabeth;;;;;0.0;;;;;;;;;1.0;0.0;0.0;635.0;636.0
ministry;noun;-1;c1;3.0;0.0;0.0;0.0;7.0;19.0;44.0;126.0;215.0;121.0;101.0;0.0;0.0;0.0;633.0
hot;adjective;a1;a1;1.0;68.0;210.0;164.0;7.0;14.0;12.0;18.0;30.0;18.0;26.0;50.0;12.0;3.0;632.0
prince;noun;b1;b1;2.0;131.0;138.0;236.0;1.0;1.0;1.0;0.0;1.0;95.0;15.0;12.0;0.0;0.0;631.0
passed;;;;;46.0;78.0;66.0;24.0;15.0;26.0;51.0;100.0;52.0;69.0;38.0;5.0;61.0;631.0
